file_number,label,global_root,candidate_package,candidate_prefix,method,confidence,notes
1927.3,NUPA ASSESSMENT DESCRIPTIONS,"^NUPA(1927.3,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.32,NUPA PCE INFO,"^NUPA(1927.32,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.4,NUPA CARE PLANS,"^NUPA(1927.4,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.401,NUPA CARE PLAN PRESSURE ULCERS,"^NUPA(1927.401,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.4011,NUPA CARE PLAN SKIN ALT TYPES,"^NUPA(1927.4011,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.402,NUPA CARE PLAN IVS,"^NUPA(1927.402,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.403,NUPA CARE PLAN GI/GU DEVICES,"^NUPA(1927.403,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.41,NUPA COMPONENT ITEMS,"^NUPA(1927.41,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.5,NUPA CARE PLAN TEXT CHANGE LOG,"^NUPA(1927.5,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.6,NUPA DISCHARGE PLANNING GOAL COMMENTS,"^NUPA(1927.6,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
2005.0,IMAGE,"^MAG(2005,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.001,IMAGING STUDY,"^MAG(2005.001,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.002,IMAGING ANNOTATION,"^MAG(2005.002,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.003,IMAGING STUDY ANNOTATION,"^MAG(2005.003,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.02,OBJECT TYPE,"^MAG(2005.02,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.021,IMAGE FILE TYPES,"^MAG(2005.021,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.03,PARENT DATA FILE,"^MAG(2005.03,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.1,IMAGE AUDIT,"^MAG(2005.1,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.2,NETWORK LOCATION,"^MAG(2005.2,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.4,IMAGE HISTOLOGICAL STAIN,"^MAG(2005.4,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.41,MICROSCOPIC OBJECTIVE,"^MAG(2005.41,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.42,MAG PATH CASELIST,"^MAG(2005.42,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.43,MAG PATH INTERPRETATION,"^MAG(2005.43,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.6,IMAGING PATIENT REFERENCE,"^MAGV(2005.6,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.61,IMAGING PROCEDURE REFERENCE,"^MAGV(2005.61,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.62,IMAGE STUDY,"^MAGV(2005.62,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.63,IMAGE SERIES,"^MAGV(2005.63,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.632,CT DOSE,"^MAGV(2005.632,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.633,PROJECTION X-RAY DOSE,"^MAGV(2005.633,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.6361,ANATOMIC TARGET REGION,"^MAGV(2005.6361,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.6362,PHANTOM TYPE,"^MAGV(2005.6362,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.6366,CODE SCHEME DESIGNATOR,"^MAGV(2005.6366,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.64,IMAGE SOP INSTANCE,"^MAGV(2005.64,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.65,IMAGE INSTANCE FILE,"^MAGV(2005.65,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.66,IMAGING DUPLICATE UID LOG,"^MAGV(2005.66,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.67,NEW IMAGING FILE CLEANUP LOG,"^MAGV(2005.67,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.71,IMAGING DICOM FIELDS,"^MAG(2005.71,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.8,IMAGING SERVICE INSTITUTION,"^MAGV(2005.8,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2005.81,MAG DESCRIPTIVE CATEGORIES,"^MAG(2005.81,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.82,IMAGE INDEX FOR CLASS,"^MAG(2005.82,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.83,IMAGE INDEX FOR TYPES,"^MAG(2005.83,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.84,IMAGE INDEX FOR SPECIALTY/SUBSPECIALTY,"^MAG(2005.84,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.85,IMAGE INDEX FOR PROCEDURE/EVENT,"^MAG(2005.85,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.86,IMAGE ACTIONS,"^MAG(2005.86,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.87,IMAGE LIST FILTERS,"^MAG(2005.87,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.872,DICOM INDEX MAPPING,"^MAG(2005.872,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.88,MAG REASON,"^MAG(2005.88,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2005.99,IMAGE INDEX FOR BODY PART,"^MAG(2005.99,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.03,IMAGE BACKGROUND QUEUE,"^MAGQUEUE(2006.03,",IMAGING,MAG,prefix,med,ns=MAGQUEUE matched prefix=MAG
2006.031,IMAGE BACKGROUND QUEUE POINTER,"^MAGQUEUE(2006.031,",IMAGING,MAG,prefix,med,ns=MAGQUEUE matched prefix=MAG
2006.033,OFFLINE IMAGES,"^MAGQUEUE(2006.033,",IMAGING,MAG,prefix,med,ns=MAGQUEUE matched prefix=MAG
2006.034,IMPORT QUEUE,"^MAG(2006.034,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.035,SEND QUEUE,"^MAGQUEUE(2006.035,",IMAGING,MAG,prefix,med,ns=MAGQUEUE matched prefix=MAG
2006.036,ROUTING STATISTICS,"^MAGQUEUE(2006.036,",IMAGING,MAG,prefix,med,ns=MAGQUEUE matched prefix=MAG
2006.04,ACQUISITION DEVICE,"^MAG(2006.04,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.041,ACQUISITION SESSION FILE,"^MAG(2006.041,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.1,IMAGING SITE PARAMETERS,"^MAG(2006.1,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.13,MAG PATH CONFIG,"^MAG(2006.13,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.15,DICOM UID ROOT,"^MAGD(2006.15,",IMAGING,MAG,prefix,med,ns=MAGD matched prefix=MAG
2006.17,MUSE VERSIONS,"^MAG(2006.17,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.171,MUSE TEST TYPES,"^MAG(2006.171,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.172,MUSE FORMAT TABLE,"^MAG(2006.172,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.18,IMAGING USER PREFERENCE,"^MAG(2006.18,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.19,IMAGING USERS,"^MAG(2006.19,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.5,PACS MESSAGE,"^MAGDHL7(2006.5,",IMAGING,MAG,prefix,med,ns=MAGDHL7 matched prefix=MAG
2006.51,DICOM DATA ELEMENT DICTIONARY,"^MAGDICOM(2006.51,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.511,DIAGNOSTIC INFO FIELD,"^MAGDICOM(2006.511,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.52,DICOM MESSAGE TEMPLATE DICTIONARY,"^MAGDICOM(2006.52,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.53,DICOM UID DICTIONARY,"^MAGDICOM(2006.53,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.531,EXTENDED SOP NEGOTIATION,"^MAGDICOM(2006.531,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.532,DICOM SOP CLASS,"^MAG(2006.532,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.539,DICOM UID SPECIFIC ACTION,"^MAGDICOM(2006.539,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.54,PDU TYPE,"^MAGDICOM(2006.54,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.541,DICOM VISTA Q/R REQUEST QUEUE,"^MAGDSTT(2006.541,",IMAGING,MAG,prefix,med,ns=MAGDSTT matched prefix=MAG
2006.542,DICOM RETRIEVE REQUEST QUEUE,"^MAGDSTT(2006.542,",IMAGING,MAG,prefix,med,ns=MAGDSTT matched prefix=MAG
2006.543,AUTOMATIC DICOM Q/R RUN STATS,"^MAGDSTT(2006.543,",IMAGING,MAG,prefix,med,ns=MAGDSTT matched prefix=MAG
2006.55,DICOM WORKLIST PATIENT,"^MAGDWLST(2006.55,",IMAGING,MAG,prefix,med,ns=MAGDWLST matched prefix=MAG
2006.56,DICOM WORKLIST STUDY,"^MAGDWLST(2006.56,",IMAGING,MAG,prefix,med,ns=MAGDWLST matched prefix=MAG
2006.563,DICOM GATEWAY PARAMETER,"^MAGDICOM(2006.563,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.564,DICOM QUEUE,"^MAGDICOM(2006.564,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5641,DICOM GATEWAY MACHINE ID,"^MAGDICOM(2006.5641,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.565,EXPORT DICOM RUN,"^MAGDICOM(2006.565,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.57,DICOM HL7 SEGMENT,"^MAGDICOM(2006.57,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.571,DICOM RAW IMAGE,"^MAGDINPT(2006.571,",IMAGING,MAG,prefix,med,ns=MAGDINPT matched prefix=MAG
2006.5711,DICOM M2MB RPC QUEUE,"^MAGDINPT(2006.5711,",IMAGING,MAG,prefix,med,ns=MAGDINPT matched prefix=MAG
2006.5712,DICOM FIXED QUEUE,"^MAGDINPT(2006.5712,",IMAGING,MAG,prefix,med,ns=MAGDINPT matched prefix=MAG
2006.5713,DICOM UNKNOWN MODALITY,"^MAGDINPT(2006.5713,",IMAGING,MAG,prefix,med,ns=MAGDINPT matched prefix=MAG
2006.5714,DICOM INCOMPLETE OBJECT,"^MAGDINPT(2006.5714,",IMAGING,MAG,prefix,med,ns=MAGDINPT matched prefix=MAG
2006.5715,CURRENT IMAGE,"^MAGD(2006.5715,",IMAGING,MAG,prefix,med,ns=MAGD matched prefix=MAG
2006.5719,DICOM ERROR LOG,"^MAGDINPT(2006.5719,",IMAGING,MAG,prefix,med,ns=MAGDINPT matched prefix=MAG
2006.572,EXAMINATION COMPLETE,"^MAGDINPT(2006.572,",IMAGING,MAG,prefix,med,ns=MAGDINPT matched prefix=MAG
2006.573,GE PACS QUERY/RETRIEVE,"^MAGDGEQR(2006.573,",IMAGING,MAG,prefix,med,ns=MAGDGEQR matched prefix=MAG
2006.5732,DICOM QUERY RETRIEVE RESULT,"^MAGDQR(2006.5732,",IMAGING,MAG,prefix,med,ns=MAGDQR matched prefix=MAG
2006.5733,QUERY/RETRIEVE STATISTICS,"^MAGDAUDT(2006.5733,",IMAGING,MAG,prefix,med,ns=MAGDAUDT matched prefix=MAG
2006.574,DICOM OBJECT EXPORT,"^MAGDOUTP(2006.574,",IMAGING,MAG,prefix,med,ns=MAGDOUTP matched prefix=MAG
2006.575,DICOM FAILED IMAGES,"^MAGD(2006.575,",IMAGING,MAG,prefix,med,ns=MAGD matched prefix=MAG
2006.5751,DICOM OBJECTS TO BE IMPORTED,"^MAGDICOM(2006.5751,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5752,IMPORTABLE DICOM OBJECTS,"^MAGD(2006.5752,",IMAGING,MAG,prefix,med,ns=MAGD matched prefix=MAG
2006.5757,DICOM RADIOLOGY PROCEDURE MODIFIERS,"^MAGDICOM(2006.5757,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5758,DICOM RADIOLOGY PROCEDURES,"^MAGDICOM(2006.5758,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5759,OUTSIDE IMAGING LOCATION,"^MAGD(2006.5759,",IMAGING,MAG,prefix,med,ns=MAGD matched prefix=MAG
2006.5761,DICOM MESSAGE STATISTISTICS,"^MAGDAUDT(2006.5761,",IMAGING,MAG,prefix,med,ns=MAGDAUDT matched prefix=MAG
2006.5762,DICOM INSTRUMENT STATISTICS,"^MAGDAUDT(2006.5762,",IMAGING,MAG,prefix,med,ns=MAGDAUDT matched prefix=MAG
2006.5763,DICOM PACS STATISTICS,"^MAGDAUDT(2006.5763,",IMAGING,MAG,prefix,med,ns=MAGDAUDT matched prefix=MAG
2006.5764,DICOM LOCAL INSTRUMENT STATISTICS,"^MAGDICOM(2006.5764,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.577,DICOM FIFO QUEUE,"^MAGDICOM(2006.577,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.58,DICOM LOG,^MAGDMLOG(,IMAGING,MAG,prefix,med,ns=MAGDMLOG matched prefix=MAG
2006.581,INSTRUMENT DICTIONARY,"^MAGDICOM(2006.581,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.582,MODALITY TYPE DICTIONARY,"^MAGDICOM(2006.582,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5821,CT CONVERSION PARAMETERS,"^MAGDICOM(2006.5821,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.583,MODALITY WORKLIST DICTIONARY,"^MAGDICOM(2006.583,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5831,CLINICAL SPECIALTY DICOM & HL7,"^MAG(2006.5831,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.5838,DICOM LAB TEMP LIST,"^MAG(2006.5838,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.5839,DICOM GMRC TEMP LIST,"^MAG(2006.5839,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.584,TCP/IP PROVIDER PORT LIST,"^MAGDICOM(2006.584,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5841,TELEREADER ACQUISITION SERVICE,"^MAG(2006.5841,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.5842,TELEREADER ACQUISITION SITE,"^MAG(2006.5842,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.5843,TELEREADER READER,"^MAG(2006.5843,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.5849,TELEREADER READ/UNREAD LIST,"^MAG(2006.5849,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.585,USER APPLICATION,"^MAGDICOM(2006.585,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.586,PROVIDER APPLICATION,"^MAGDICOM(2006.586,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.587,DICOM TRANSMIT DESTINATION,"^MAG(2006.587,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.588,APPLICATION ENTITY TITLE,"^MAGDICOM(2006.588,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.59,ROUTING RULE,"^MAGDICOM(2006.59,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.5906,ROUTE LOAD BALANCE,"^MAGRT(2006.5906,",IMAGING,MAG,prefix,med,ns=MAGRT matched prefix=MAG
2006.596,ACTION QUEUE STATUS,"^MAGDICOM(2006.596,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.598,DICOM ERROR MESSAGE QUEUE,"^MAGDICOM(2006.598,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.599,DICOM Error Log,"^MAGD(2006.599,",IMAGING,MAG,prefix,med,ns=MAGD matched prefix=MAG
2006.59935,CLEANUP OF JPEG IMAGES STORED AS DICOM IMAGES,"^MAG(2006.59935,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.621,MAG CT PARAMETER,"^MAG(2006.621,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.623,MAG CR PARAMETER,"^MAG(2006.623,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.63,MAG RAD LIST DATA ELEMENTS,"^MAG(2006.63,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.631,MAG RAD LISTS DEFINITION,"^MAG(2006.631,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.634,MAGJ ZLIST SEARCH,"^MAG(2006.634,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.65,MAG RAD PRIOR EXAMS LOGIC,"^MAG(2006.65,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.67,MAG RAD CPT MATCHING,"^MAG(2006.67,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.671,MAG RAD BODY PART,"^MAG(2006.671,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.672,MAG RAD BODY REGION,"^MAG(2006.672,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.68,MAGJ USER DATA,"^MAG(2006.68,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.69,MAG VISTARAD SITE PARAMETERS,"^MAG(2006.69,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.8,BP SERVERS,"^MAG(2006.8,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.81,IMAGING WINDOWS WORKSTATIONS,"^MAG(2006.81,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.82,IMAGING WINDOWS SESSIONS,"^MAG(2006.82,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.83,DICOM WORKSTATION,"^MAG(2006.83,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.911,DICOM GATEWAY INSTRUMENT DICTIONARY,"^MAGDICOM(2006.911,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.912,DICOM GATEWAY MODALITY DICTIONARY,"^MAGDICOM(2006.912,",IMAGING,MAG,prefix,med,ns=MAGDICOM matched prefix=MAG
2006.913,ARTIFACT KEYLIST,"^MAGV(2006.913,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.914,RETENTION POLICY,"^MAGV(2006.914,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.915,ARTIFACT DESCRIPTOR,"^MAGV(2006.915,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.916,ARTIFACT,"^MAGV(2006.916,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.917,STORAGE PROVIDER,"^MAGV(2006.917,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.918,ARTIFACT INSTANCE,"^MAGV(2006.918,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9191,MAGV GATEWAY CONFIGURATION,"^MAGV(2006.9191,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9192,DICOM AE SECURITY MATRIX,"^MAGV(2006.9192,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9193,IMAGING APPLICATION SERVICE,"^MAGV(2006.9193,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.921,ARTIFACT RETENTION POLICY,"^MAGV(2006.921,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.922,RETENTION POLICY FULFILLMENT,"^MAGV(2006.922,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.923,RETENTION POLICY STORAGE PROVIDER MAP,"^MAGV(2006.923,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.924,STORAGE PROVIDER AVAILABILITY,"^MAGV(2006.924,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.925,TRANSFER STATISTICS,"^MAGV(2006.925,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.926,STORAGE TRANSACTION,"^MAGV(2006.926,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.927,QUEUE,"^MAGV(2006.927,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.928,QUEUE MESSAGE,"^MAGV(2006.928,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.93,IMAGING EVENT AUDIT LOG,"^MAGV(2006.93,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.931,IMAGING EVENT AUDITABLE ACTION,"^MAGV(2006.931,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.941,MAG WORK ITEM,"^MAGV(2006.941,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9412,WORKLIST,"^MAGV(2006.9412,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9413,MAG WORK ITEM STATUS,"^MAGV(2006.9413,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9414,MAG WORK ITEM SUBTYPE,"^MAGV(2006.9414,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9421,MAGV IMPORT STUDY LOG,"^MAGV(2006.9421,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9422,MAGV IMPORT MEDIA LOG,"^MAGV(2006.9422,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.9423,MAGV IMPORT SERVICE,"^MAGV(2006.9423,",IMAGING,MAG,prefix,med,ns=MAGV matched prefix=MAG
2006.95,IMAGE ACCESS LOG,"^MAG(2006.95,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2006.96,IMAGE INDEX CONVERSION,"^MAGIXCVT(2006.96,",IMAGING,MAG,prefix,med,ns=MAGIXCVT matched prefix=MAG
2006.961,MULTI IMAGE PRINT,"^MAG(2006.961,",IMAGING,MAG,prefix,high,ns=MAG matched prefix=MAG
2040.0,VIST ROSTER,"^ANRV(2040,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2041.0,VIST PARAMETERS,"^ANRV(2041,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2041.5,VIST EYE DIAGNOSIS,"^ANRV(2041.5,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2041.6,VIST CHECKLIST OPTIONS,"^ANRV(2041.6,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2041.7,VIST BENEFITS AND SERVICES CHECKLIST,"^ANRV(2041.7,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2042.0,VIST REFERRAL FACILITY,"^ANRV(2042,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2042.5,VIST REFERRAL ROSTER,"^ANRV(2042.5,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2043.0,VIST LETTER,"^ANRV(2043,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2043.5,VARO CLAIMS,"^ANRV(2043.5,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2044.0,VIST LOCAL BENEFITS AND SERVICES,"^ANRV(2044,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2048.0,ANRV PATIENT REVIEW,"^ANRV(2048,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2048.1,ANRV PATIENT REVIEW SECTIONS,"^ANRV(2048.1,",VISUAL IMPAIRMENT SERVICE TEAM,ANRV,prefix,high,ns=ANRV matched prefix=ANRV
2260.0,ASISTS ACCIDENT REPORTING,"^OOPS(2260,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.0,ASISTS CHARACTERIZATION OF INJURY,"^OOPS(2261,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.1,ASISTS DOL ANATOMICAL LOCATION CODES,"^OOPS(2261.1,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.2,ASISTS CRITICAL TRACKING ISSUES,"^OOPS(2261.2,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.21,ASISTS INCIDENT WEATHER FACTORS,"^OOPS(2261.21,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.22,ASISTS INCIDENT SOURCE,"^OOPS(2261.22,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.24,ASISTS PREVENTION METHODS,"^OOPS(2261.24,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.3,ASISTS PERSONAL PROTECTIVE EQUIPMENT,"^OOPS(2261.3,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.4,ASISTS SETTING OF INJURY,"^OOPS(2261.4,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.5,ASISTS PURPOSE FOR USING SHARPS,"^OOPS(2261.5,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
