file_number,label,global_root,field_count,package_name,package_prefix
126.6,GMRY OUTPUT SUBTYPE,"^GMRD(126.6,",2,GEN. MED. REC. - I/O,GMRY
126.7,GMRY IV SITE,"^GMRD(126.7,",1,GEN. MED. REC. - I/O,GMRY
126.72,GMRY IV SITE DESCRIPTION,"^GMRD(126.72,",1,GEN. MED. REC. - I/O,GMRY
126.74,GMRY IV CATHETER,"^GMRD(126.74,",2,GEN. MED. REC. - I/O,GMRY
126.76,GMRY IV DC'ED REASON,"^GMRD(126.76,",1,GEN. MED. REC. - I/O,GMRY
126.8,GMRY INTAKE ITEMS,"^GMRD(126.8,",3,GEN. MED. REC. - I/O,GMRY
126.9,GMRY NUR IV SOLUTION,"^GMRD(126.9,",3,GEN. MED. REC. - I/O,GMRY
126.95,GMRY NUR SHIFT/OTHER,"^GMRD(126.95,",6,GEN. MED. REC. - I/O,GMRY
129.1,LOINC,"^ETSLNC(129.1,",34,,
129.11,LOINC COMPONENT,"^ETSLNC(129.11,",4,,
129.12,LOINC AXIS CODES,"^ETSLNC(129.12,",4,,
129.13,LOINC METHOD CODES,"^ETSLNC(129.13,",1,,
129.14,LOINC EXCLUDED WORDS,"^ETSLNC(129.14,",1,,
129.2,RXNORM CONCEPT NAMES AND SOURCES,"^ETSRXN(129.2,",9,,
129.21,RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES,"^ETSRXN(129.21,",8,,
129.22,RXNORM RELATED CONCEPTS,"^ETSRXN(129.22,",8,,
129.23,RXNORM SEMANTIC TYPES,"^ETSRXN(129.23,",4,,
129.24,RXNORM SOURCE INFORMATION,"^ETSRXN(129.24,",3,,
130.0,SURGERY,^SRF(,761,SURGERY,SR
130.4,ICD SEARCH API,"^DIC(130.4,",6,,
131.0,PERSON FIELD RESTRICTION,^SRP(,4,SURGERY,SR
131.01,SURGERY TRANSPORTATION DEVICES,"^SRO(131.01,",3,SURGERY,SR
131.02,SPECIAL INSTRUMENTS,"^SRO(131.02,",4,,
131.04,SPECIAL SUPPLIES,"^SRO(131.04,",6,,
131.06,PHARMACY ITEMS,"^SRO(131.06,",5,,
131.25,OPERATION TIMES,"^SRO(131.25,",2,SURGERY,SR
131.3,SPECIAL EQUIPMENT,"^SRO(131.3,",4,,
131.4,CPT-SPINAL LEVEL,"^SRO(131.4,",1,,
131.5,PLANNED IMPLANT,"^SRO(131.5,",6,,
131.6,SURGERY DISPOSITION,"^SRO(131.6,",4,,
131.7,OPERATING ROOM,^SRS(,12,SURGERY,SR
131.8,SURGERY UTILIZATION,^SRU(,3,SURGERY,SR
131.9,PROSTHESIS,"^SRO(131.9,",11,SURGERY,SR
132.0,SURGERY POSITION,"^SRO(132,",4,SURGERY,SR
132.05,RESTRAINTS AND POSITIONAL AIDS,"^SRO(132.05,",2,SURGERY,SR
132.4,SURGICAL DELAY,"^SRO(132.4,",2,SURGERY,SR
132.8,ASA CLASS,"^SRO(132.8,",3,,
132.9,ATTENDING CODES,"^SRO(132.9,",4,,
132.95,ANESTHESIA SUPERVISOR CODES,"^SRO(132.95,",3,SURGERY,SR
133.0,SURGERY SITE PARAMETERS,"^SRO(133,",44,SURGERY,SR
133.2,SURGERY INTERFACE PARAMETER,"^SRO(133.2,",15,,
133.4,MONITORS,"^SRO(133.4,",2,SURGERY,SR
133.6,IRRIGATION,"^SRO(133.6,",3,SURGERY,SR
133.7,SURGERY REPLACEMENT FLUIDS,"^SRO(133.7,",2,SURGERY,SR
133.8,SURGERY WAITING LIST,"^SRO(133.8,",2,SURGERY,SR
134.0,OPERATING ROOM TYPE,"^SRO(134,",3,SURGERY,SR
135.0,SURGERY CANCELLATION REASON,"^SRO(135,",4,SURGERY,SR
135.1,SKIN PREP AGENTS,"^SRO(135.1,",3,SURGERY,SR
135.2,SKIN INTEGRITY,"^SRO(135.2,",3,SURGERY,SR
135.3,PATIENT MOOD ,"^SRO(135.3,",3,SURGERY,SR
135.4,PATIENT CONSCIOUSNESS,"^SRO(135.4,",3,SURGERY,SR
136.0,SURGERY PROCEDURE/DIAGNOSIS CODES,"^SRO(136,",17,SURGERY,SR
136.5,PERIOPERATIVE OCCURRENCE CATEGORY,"^SRO(136.5,",6,SURGERY,SR
137.0,CPT EXCLUSIONS,"^SRO(137,",1,,
137.45,LOCAL SURGICAL SPECIALTY,"^SRO(137.45,",6,SURGERY,SR
138.0,ELECTROGROUND POSITIONS,"^SRO(138,",3,SURGERY,SR
139.2,RISK MODEL LAB TEST,"^SRO(139.2,",5,SURGERY,SR
139.5,SURGERY TRANSPLANT ASSESSMENTS,^SRT(,195,,
142.0,HEALTH SUMMARY TYPE,"^GMT(142,",11,HEALTH SUMMARY,GMTS
142.1,HEALTH SUMMARY COMPONENT,"^GMT(142.1,",18,HEALTH SUMMARY,GMTS
142.5,HEALTH SUMMARY OBJECTS,"^GMT(142.5,",22,,
142.98,HEALTH SUMMARY USER PREFERENCES,"^GMT(142.98,",3,,
142.99,HEALTH SUMMARY PARAMETERS,"^GMT(142.99,",7,HEALTH SUMMARY,GMTS
150.1,ANCILLARY DSS ID,"^VSIT(150.1,",1,,
150.2,VSIT SITE CODES,"^VSIT(150.2,",3,,
150.9,VISIT TRACKING PARAMETERS,"^DIC(150.9,",7,,
160.0,ONCOLOGY PATIENT,"^ONCO(160,",151,ONCOLOGY,ONC
160.1,ONCOLOGY SITE PARAMETERS,"^ONCO(160.1,",78,ONCOLOGY,ONC
160.12,TYPE OF RECURRENCE,"^ONCO(160.12,",2,,
160.14,NON CANCER-DIRECTED SURGERY,"^ONCO(160.14,",2,,
160.15,ACOS STATE AT DIAGNOSIS,"^ONCO(160.15,",3,,
160.16,ONCOLOGY DATA EXTRACT FORMAT,"^ONCO(160.16,",3,,
160.17,ONCOLOGY PCE EXTRACT FORMAT,"^ONCO(160.17,",3,,
160.19,FACILITY,"^ONCO(160.19,",6,,
160.2,FORMS/INSTRUCTIONS,"^ONCO(160.2,",4,ONCOLOGY,ONC
160.3,PRIMARY PAYER AT DIAGNOSIS,"^ONCO(160.3,",2,,
160.4,RECONSTRUCTIVE SURGERY,"^ONCO(160.4,",2,,
160.6,SURGICAL APPROACH,"^ONCO(160.6,",2,,
161.0,FEE BASIS PATIENT,^FBAAA(,8,FEE BASIS,FB
161.2,FEE BASIS VENDOR,^FBAAV(,37,FEE BASIS,FB
161.21,FEE BASIS CNH CONTRACT,"^FBAA(161.21,",4,FEE BASIS,FB
161.22,FEE BASIS CNH RATE,"^FBAA(161.22,",3,FEE BASIS,FB
161.23,FEE BASIS CNH AUTHORIZATION RATE,"^FBAA(161.23,",6,FEE BASIS,FB
161.25,FEE BASIS VENDOR CORRECTION,"^FBAA(161.25,",6,FEE BASIS,FB
161.26,FEE BASIS PATIENT MRA,"^FBAA(161.26,",7,FEE BASIS,FB
161.27,FEE BASIS SUSPENSION,"^FBAA(161.27,",3,FEE BASIS,FB
161.3,FEE BASIS LETTER,"^FBAA(161.3,",4,FEE BASIS,FB
161.35,FEE BASIS PROJECT ARCH JUSTIFICATION,"^FBAA(161.35,",2,,
161.4,FEE BASIS SITE PARAMETERS,"^FBAA(161.4,",46,FEE BASIS,FB
161.43,FEE BASIS CONTRACT,"^FBAA(161.43,",5,,
161.45,FEE BASIS PAYMENT MOVES,"^FBAA(161.45,",3,,
161.5,FEE CH REPORT OF CONTACT,"^FBAA(161.5,",22,FEE BASIS,FB
161.6,FEE BASIS SPECIALTY CODE,"^FBAA(161.6,",2,FEE BASIS,FB
161.7,FEE BASIS BATCH,"^FBAA(161.7,",26,FEE BASIS,FB
161.8,FEE BASIS PROGRAM,"^FBAA(161.8,",3,FEE BASIS,FB
161.81,FEE BASIS PARTICIPATION CODE,"^FBAA(161.81,",3,FEE BASIS,FB
161.82,FEE BASIS PURPOSE OF VISIT,"^FBAA(161.82,",6,FEE BASIS,FB
161.83,FEE BASIS ID CARD AUDIT,"^FBAA(161.83,",2,FEE BASIS,FB
161.9,FEE BASIS PAID TO IB,"^FB(161.9,",9,,
161.91,ADJUSTMENT REASON,"^FB(161.91,",8,,
161.92,ADJUSTMENT GROUP,"^FB(161.92,",3,,
161.93,REMITTANCE REMARK,"^FB(161.93,",4,,
161.94,PRESENT ON ADMISSION,"^FB(161.94,",3,,
161.95,IPAC VENDOR AGREEMENT FILE,"^FBAA(161.95,",18,,
161.96,IPAC VENDOR AGREEMENT MRA,"^FBAA(161.96,",6,,
161.99,FEE BASIS PAYMENT REJECT CODE,"^FBAA(161.99,",2,,
162.0,FEE BASIS PAYMENT,^FBAAC(,4,FEE BASIS,FB
162.1,FEE BASIS PHARMACY INVOICE,"^FBAA(162.1,",17,FEE BASIS,FB
162.2,FEE NOTIFICATION/REQUEST,"^FBAA(162.2,",22,FEE BASIS,FB
162.3,FEE CNH ACTIVITY,^FBAACNH(,11,FEE BASIS,FB
162.4,VA FORM 10-7078,^FB7078(,20,FEE BASIS,FB
162.5,FEE BASIS INVOICE,^FBAAI(,153,FEE BASIS,FB
162.6,FEE BASIS DISPOSITION CODE,"^FBAA(162.6,",3,FEE BASIS,FB
162.7,FEE BASIS UNAUTHORIZED CLAIMS,^FB583(,48,FEE BASIS,FB
162.8,FEE BASIS UNAUTHORIZED CLAIMS PENDING INFO,"^FBAA(162.8,",7,FEE BASIS,FB
162.91,FEE BASIS UNAUTHORIZED CLAIMS DISPOSITIONS,"^FB(162.91,",7,FEE BASIS,FB
162.92,FEE BASIS UNAUTHORIZED CLAIMS STATUS,"^FB(162.92,",9,FEE BASIS,FB
162.93,FEE BASIS UNAUTHORIZED REQUESTED INFORMATION,"^FB(162.93,",5,FEE BASIS,FB
162.94,FEE BASIS UNAUTHORIZED DISAPPROVAL REASONS,"^FB(162.94,",4,FEE BASIS,FB
162.95,FEE BASIS CHECK CANCELLATION REASON,"^FB(162.95,",3,FEE BASIS,FB
162.96,FEE BASIS GEOGRAPHIC INDEX,"^FB(162.96,",2,,
162.97,FEE BASIS CPT RVU,"^FB(162.97,",3,,
162.98,FEE BASIS MODIFIER TABLE INDEX,"^FB(162.98,",3,,
162.99,FEE BASIS HCFA CONVERSION,"^FB(162.99,",2,,
163.5,FPPS QUEUED INVOICES,"^FBHL(163.5,",12,,
163.7,FEE BASIS FPPS AUDIT,"^FB(163.7,",8,,
163.85,FEE BASIS VA TYPE OF SERVICE,"^FBAA(163.85,",3,FEE BASIS,FB
163.98,FEE BASIS PAYMENT METHODOLOGY,"^FBAA(163.98,",2,,
163.99,FEE BASIS FEE SCHEDULE,"^FBAA(163.99,",2,FEE BASIS,FB
164.0,ICDO TOPOGRAPHY,"^ONCO(164,",64,ONCOLOGY,ONC
164.08,ICDO-SITES,"^ONCO(164.08,",22,ONCOLOGY,ONC
164.1,ICD-O-2 MORPHOLOGY,"^ONCO(164.1,",15,ONCOLOGY,ONC
164.14,ICDO SITE GROUPS FOR REPORTING,"^ONCO(164.14,",2,ONCOLOGY,ONC
164.15,TUMOR MARKERS,"^ONCO(164.15,",2,ONCOLOGY,ONC
164.17,KARNOFSKY'S RATING,"^ONCO(164.17,",2,,
164.18,CHEMOTHERAPEUTIC DRUGS,"^ONCO(164.18,",3,,
164.2,SITE-GROUP FOR ONCOLOGY,"^ONCO(164.2,",13,ONCOLOGY,ONC
164.3,OTHER STAGING FOR ONCOLOGY,"^ONCO(164.3,",3,ONCOLOGY,ONC
164.33,AJCC STAGING GROUPS,"^ONCO(164.33,",22,ONCOLOGY,ONC
164.4,COMMON CANCERS,"^ONCO(164.4,",2,ONCOLOGY,ONC
164.42,PRIMARY CANCER STATUS CODE,"^ONCO(164.42,",4,ONCOLOGY,ONC
164.43,GRADE,"^ONCO(164.43,",4,ONCOLOGY,ONC
164.44,ONCOLOGY GRADE TABLES,"^ONCO(164.44,",3,,
164.45,AJCC STAGE GROUP,"^ONCO(164.45,",3,ONCOLOGY,ONC
164.46,RACE CODE FOR ONCOLOGY,"^ONCO(164.46,",2,ONCOLOGY,ONC
164.47,ONCOLOGY SCHEMA DISCRIMINATOR CODES,"^ONCO(164.47,",4,ONCOLOGY,ONC
164.5,SEER CODE SET,"^ONCO(164.5,",5,ONCOLOGY,ONC
164.52,ONC CS SITE-SPECIFIC FACTORS,"^ONCO(164.52,",3,,
164.6,TYPE OF STAGING SYSTEM (PEDIATRIC),"^ONCO(164.6,",2,,
164.7,RADIATION TREATMENT VOLUME,"^ONCO(164.7,",2,,
164.8,RADIATION COMPLETION STATUS,"^ONCO(164.8,",2,,
164.81,ONCO RADIATION EXTERNAL BEAM,"^ONCO(164.81,",2,,
164.82,ONCO RADIATION TREATMENT VOLUME,"^ONCO(164.82,",2,,
164.83,ONCO RADIATION TO DRAINING LN,"^ONCO(164.83,",2,,
164.84,ONCO RADIATION TREATMENT MODALITY,"^ONCO(164.84,",2,,
164.9,WHO HISTOLOGICAL CLASSIFICATION,"^ONCO(164.9,",2,,
165.0,ONCOLOGY CONTACT,"^ONCO(165,",25,ONCOLOGY,ONC
165.1,FOLLOW-UP FORM LETTER,"^ONCO(165.1,",4,ONCOLOGY,ONC
165.2,GEOCODES,"^ONCO(165.2,",5,ONCOLOGY,ONC
165.3,CLASS OF CASE,"^ONCO(165.3,",2,,
165.5,ONCOLOGY PRIMARY,"^ONCO(165.5,",1902,ONCOLOGY,ONC
165.55,CONVERSION FLAGS,"^ONCO(165.55,",2,,
165.59,COMPUTED PRIMARY,"^ONCO(165.59,",3,ONCOLOGY,ONC
165.7,ONCOLOGY STAGED BY CODES,"^ONCO(165.7,",2,,
165.8,ONCO AJCC STAGING CHAPTERS,"^ONCO(165.8,",15,,
165.9,ONCOLOGY EOD SCHEMAS,"^ONCO(165.9,",6,,
166.0,CASEFINDING SOURCE,"^ONCO(166,",2,,
166.12,BLADDER PHYSICIAN SPECIALTY,"^ONCO(166.12,",2,,
166.13,REGIONAL TREATMENT MODALITY,"^ONCO(166.13,",2,,
166.3,ONCOLOGY SUBSITE,"^ONCO(166.3,",2,,
167.0,HEMATOLOGIC TRANSPLANT/ENDOCRINE PROCEDURES,"^ONCO(167,",2,,
167.1,ONCO BRAIN MOLECULAR MARKERS,"^ONCO(167.1,",3,,
167.2,GLEASON PATTERNS,"^ONCO(167.2,",3,,
167.3,ONCO LN STATUS,"^ONCO(167.3,",2,,
167.4,ONCO PERIPHERAL BLOOD INVOLVEMENT,"^ONCO(167.4,",2,,
167.5,ONCO RESIDUAL TUMOR VOLUME,"^ONCO(167.5,",2,,
167.6,ONCO NEOADJUVANT THERAPY TREATMENT EFFECT,"^ONCO(167.6,",3,,
167.7,ONCO HPV STATUS,"^ONCO(167.7,",2,,
168.0,TYPE OF REPORTING SOURCE,"^ONCO(168,",2,,
169.0,TYPE OF MULTIPLE TUMORS,"^ONCO(169,",2,ONCOLOGY,ONC
169.3,ICD-O-3 MORPHOLOGY,"^ONCO(169.3,",14,,
169.99,ONCOLOGY PACKAGE STATUS,"^ONCO(169.99,",5,ONCOLOGY,ONC
183.0,CRHD HANDOFF PARAMETERS,"^CRHD(183,",2,,
183.2,CRHD TEMPORARY DATA,"^CRHD(183.2,",2,,
183.3,CRHD HOT TEAM PATIENT LIST,"^CRHD(183.3,",4,,
183.4,CRHD TEAM CONTACT LIST,"^CRHD(183.4,",3,,
190.0,RECORDS,^RT(,27,RECORD TRACKING,RT
190.1,REQUESTED RECORDS,"^RTV(190.1,",16,RECORD TRACKING,RT
190.2,MISSING RECORDS,"^RTV(190.2,",12,RECORD TRACKING,RT
190.3,RECORD MOVEMENT HISTORY,"^RTV(190.3,",13,RECORD TRACKING,RT
194.2,PULL LIST,"^RTV(194.2,",18,RECORD TRACKING,RT
194.3,RECORD TRACKING SORT GLOBAL,"^RTV(194.3,",4,RECORD TRACKING SORT GLOBAL,RTY
194.4,LABEL FORMAT,"^DIC(194.4,",6,RECORD TRACKING,RT
194.5,LABEL PRINT FIELD,"^DIC(194.5,",8,RECORD TRACKING,RT
195.1,RECORD TRACKING APPLICATION,"^DIC(195.1,",31,RECORD TRACKING,RT
195.2,RECORD TYPES,"^DIC(195.2,",26,RECORD TRACKING,RT
195.3,RECORD MOVEMENT TYPES,"^DIC(195.3,",4,RECORD TRACKING,RT
195.4,RECORD TRACKING SYSTEM PARAMETERS,"^DIC(195.4,",17,RECORD TRACKING,RT
195.6,REASONS,"^DIC(195.6,",4,RECORD TRACKING,RT
195.9,BORROWERS/FILE AREAS,"^RTV(195.9,",25,RECORD TRACKING,RT
200.0,NEW PERSON,"^VA(200,",203,SOCIAL WORK,SOW
201.0,USER CLASS,"^VA(201,",4,,
210.0,NURS STAFF,"^NURSF(210,",54,NURSING SERVICE,NUR
211.1,NURS PAY SCALE,"^NURSF(211.1,",2,NURSING ADMINISTRATION,NURA
211.2,*NURS GRADE/STEP,"^NURSF(211.2,",2,NURSING ADMINISTRATION,NURA
211.3,NURS SERVICE POSITION,"^NURSF(211.3,",7,NURSING ADMINISTRATION,NURA
211.4,NURS LOCATION,"^NURSF(211.4,",16,NURSING SERVICE,NUR
211.5,NURS CLINICAL BACKGROUND,"^NURSF(211.5,",1,NURSING ADMINISTRATION,NURA
211.6,NURS TOUR OF DUTY,"^NURSF(211.6,",2,NURSING ADMINISTRATION,NURA
211.7,NURS AMIS POSITION,"^NURSF(211.7,",3,NURSING ADMINISTRATION,NURA
211.8,NURS POSITION CONTROL,"^NURSF(211.8,",5,NURSING SERVICE,NUR
211.9,NURS VACANCY/TRANSFERRED REASONS,"^NURSF(211.9,",3,NURSING SERVICE,NUR
212.1,NURS EDUCATION,"^NURSF(212.1,",4,NURSING ADMINISTRATION,NURA
212.2,NURS CERTIFICATION,"^NURSF(212.2,",4,NURSING ADMINISTRATION,NURA
212.3,NURS COLLEGE MAJOR,"^NURSF(212.3,",2,NURSING ADMINISTRATION,NURA
212.4,*NURS MANDATORY INSERVICE,"^NURSF(212.4,",2,NURSING SERVICE,NUR
212.42,*NURS MI CLASS GROUP,"^NURSF(212.42,",1,NURSING SERVICE,NUR
212.6,NURS PRIVILEGE,"^NURSF(212.6,",1,NURSING SERVICE,NUR
212.7,NURS PRODUCT LINE,"^NURSF(212.7,",1,,
212.8,VANOD UNIT TYPES,"^NURSF(212.8,",3,,
213.2,NURS AMIS 1106B FTEE,"^NURSA(213.2,",45,NURSING ADMINISTRATION,NURA
213.3,NURS AMIS WARD,"^NURSF(213.3,",17,NURSING SERVICE,NUR
213.4,NURS AMIS 1106 MANHOURS,"^NURSA(213.4,",9,NURSING ADMINISTRATION,NURA
213.5,NURS AMIS DAILY EXCEPTION REPORT,"^NURSA(213.5,",4,NURSING ADMINISTRATION,NURA
213.9,NURS PARAMETERS,"^DIC(213.9,",39,NURSING SERVICE,NUR
214.0,NURS PATIENT,"^NURSF(214,",8,NURSING SERVICE,NUR
214.6,NURS CLASSIFICATION,"^NURSA(214.6,",11,NURSING ADMINISTRATION,NURA
214.7,NURS REVIEW CLASSIFICATION,"^NURSA(214.7,",6,NURSING ADMINISTRATION,NURA
216.8,NURS CARE PLAN,"^NURSC(216.8,",5,NURSING CLINICAL,NURC
217.0,NURQ QI SUMMARY,"^NURQ(217,",13,NURSING QA,NURQ
217.1,NURQ STANDARDS OF CARE/PRACTICE,"^NURQ(217.1,",3,NURSING QA,NURQ
217.2,NURQ RATIONALE,"^NURQ(217.2,",1,NURSING QA,NURQ
217.3,NURQ FREQUENCY,"^NURQ(217.3,",1,NURSING QA,NURQ
219.7,*NURS CONVERSION NAME CHANGE,"^NURSF(219.7,",3,NURSING SERVICE,NUR
220.0,DENTAL PATIENT,"^DENT(220,",28,DENTAL,DENT
220.1,DENTAL TOOTH STATUS CODE,"^DIC(220.1,",2,,
220.2,DENTAL CLASSIFICATION,"^DIC(220.2,",2,DENTAL,DENT
220.3,DENTAL TYPE OF SERVICE,"^DIC(220.3,",4,DENTAL,DENT
220.4,DENTAL BED SECTION,"^DIC(220.4,",2,DENTAL,DENT
220.5,DENTAL PROVIDER,"^DENT(220.5,",4,DENTAL,DENT
220.51,DENTAL PROVIDER TYPE,"^DENT(220.51,",4,,
220.52,DENTAL PROVIDER SPECIALTY,"^DENT(220.52,",3,,
220.6,DENTAL SCREEN (USER),"^DENT(220.6,",10,DENTAL,DENT
221.0,DENTAL TREATMENT (AMIS),"^DENT(221,",47,DENTAL,DENT
222.0,DENTAL FEE BASIS (AMIS),"^DENT(222,",31,DENTAL,DENT
223.0,DENTAL CLASS I-VI (AMIS),"^DENT(223,",32,DENTAL,DENT
224.0,DENTAL PERSONNEL (AMIS),"^DENT(224,",13,DENTAL,DENT
225.0,DENTAL SITE PARAMETERS,"^DENT(225,",4,DENTAL,DENT
226.0,DENTAL NON CLINICAL TIME,"^DENT(226,",8,DENTAL,DENT
227.0,DENTAL CANNED COMMENTS,"^DENT(227,",6,,
228.0,DENTAL CPT CODE MAPPING,"^DENT(228,",30,,
228.1,DENTAL HISTORY,"^DENT(228.1,",22,,
228.2,TREATMENT PLAN TRANSACTION/EXAM,"^DENT(228.2,",129,,
228.25,DES/HL7 TRANSMISSION,"^DENT(228.25,",10,,
228.3,TREATMENT PLAN CONSTANT DATA,"^DENT(228.3,",3,,
228.4,TOOTH,"^DENT(228.4,",5,,
228.42,DENTAL GROUPING FOR VA-DSS,"^DENT(228.42,",3,,
228.5,DENTAL FEE BASIS EXTRACT,"^DENT(228.5,",12,,
228.6,DENTAL TP NOTES,"^DENT(228.6,",5,,
228.7,DENTAL TP RESERVE,"^DENT(228.7,",6,,
228.8,DENTAL CODING CHECKS,"^DENT(228.8,",8,,
230.0,ED LOG,"^EDP(230,",39,,
230.1,ED LOG HISTORY,"^EDP(230.1,",28,,
231.6,TRACKING BOARD,"^EDPB(231.6,",6,,
231.7,TRACKING STAFF,"^EDPB(231.7,",8,,
231.8,TRACKING ROOM-BED,"^EDPB(231.8,",13,,
231.9,TRACKING AREA,"^EDPB(231.9,",21,,
232.1,EDP REPORT TEMPLATE,"^EDPB(232.1,",5,,
232.11,EDP REPORT ELEMENTS,"^EDPB(232.11,",8,,
232.5,CPE ROLE,"^EDPB(232.5,",7,,
232.6,EDP WORKSHEET SPECIFICATION,"^EDPB(232.6,",10,,
232.71,EDP WORKSHEET SECTION,"^EDPB(232.71,",8,,
232.72,EDP WORKSHEET COMPONENT,"^EDPB(232.72,",26,,
232.73,EDP WORKSHEET COMPONENT TYPE,"^EDPB(232.73,",1,,
232.74,EDP COMPONENT VALIDATORS,"^EDPB(232.74,",1,,
233.1,TRACKING CODE,"^EDPB(233.1,",6,,
233.2,TRACKING CODE SET,"^EDPB(233.2,",2,,
233.8,NHAMCS REASON FOR VISIT,"^EDPB(233.8,",3,,
233.81,NHAMCS REASON FOR VISIT DISPLAY,"^EDPB(233.81,",2,,
233.82,ED COMPLAINT,"^EDPB(233.82,",4,,
234.0,CLINICAL EVENTS,"^EDP(234,",8,,
301.5,IVM PATIENT,"^IVM(301.5,",18,INCOME VERIFICATION MATCH,IVM
301.6,IVM TRANSMISSION LOG,"^IVM(301.6,",12,INCOME VERIFICATION MATCH,IVM
301.61,IVM BILLING TRANSMISSION,"^IVM(301.61,",18,INCOME VERIFICATION MATCH,IVM
301.62,IVM FINANCIAL QUERY LOG,"^IVM(301.62,",11,,
301.63,IVM EXTRACT MANAGEMENT,"^IVM(301.63,",12,,
301.7,IVM ADDRESS CHANGE LOG,"^IVM(301.7,",21,,
301.9,IVM SITE PARAMETER,"^IVM(301.9,",11,INCOME VERIFICATION MATCH,IVM
301.91,IVM REASONS FOR NOT UPLOADING INSURANCE,"^IVM(301.91,",2,INCOME VERIFICATION MATCH,IVM
301.92,IVM DEMOGRAPHIC UPLOAD FIELDS,"^IVM(301.92,",11,INCOME VERIFICATION MATCH,IVM
301.93,IVM CASE CLOSURE REASON,"^IVM(301.93,",1,INCOME VERIFICATION MATCH,IVM
301.94,IVM FINANCIAL QUERY CLOSURE REASON,"^IVM(301.94,",2,,
340.0,AR DEBTOR,"^RCD(340,",57,ACCOUNTS RECEIVABLE,PRCA
340.5,AR REPAYMENT PLAN,"^RCRP(340.5,",24,,
340.501,AR RPP AUDIT LOG COMMENT,"^RCRP(340.501,",3,,
340.7,AR METRICS,"^RCSTAT(340.7,",36,,
341.0,AR EVENT,"^RC(341,",19,ACCOUNTS RECEIVABLE,PRCA
341.1,AR EVENT TYPE,"^RC(341.1,",5,ACCOUNTS RECEIVABLE,PRCA
342.0,AR SITE PARAMETER,"^RC(342,",54,ACCOUNTS RECEIVABLE,PRCA
342.1,AR GROUP,"^RC(342.1,",12,ACCOUNTS RECEIVABLE,PRCA
342.2,AR GROUP TYPE,"^RC(342.2,",3,ACCOUNTS RECEIVABLE,PRCA
342.3,AR USER CUSTOMIZE,"^RC(342.3,",2,,
343.0,AR FORM LETTER,"^RC(343,",3,ACCOUNTS RECEIVABLE,PRCA
344.0,AR BATCH PAYMENT,"^RCY(344,",27,ACCOUNTS RECEIVABLE,PRCA
344.1,AR DEPOSIT,"^RCY(344.1,",21,ACCOUNTS RECEIVABLE,PRCA
344.2,AR PAYMENT TRANSACTIONS,"^RCY(344.2,",8,,
344.3,EDI LOCKBOX DEPOSIT,"^RCY(344.3,",16,,
344.31,EDI THIRD PARTY EFT DETAIL,"^RCY(344.31,",24,,
344.4,ELECTRONIC REMITTANCE ADVICE,"^RCY(344.4,",43,,
344.49,EDI LOCKBOX EOB WORKLIST,"^RCY(344.49,",10,,
344.5,AR EDI LOCKBOX MESSAGES,"^RCY(344.5,",21,,
344.6,RCDPE AUTO-PAY EXCLUSION,"^RCY(344.6,",21,,
344.61,RCDPE PARAMETER,"^RCY(344.61,",35,,
344.62,RCDPE CARC-RARC AUTO DEC,"^RCY(344.62,",31,,
344.7,RCDPE PARAMETER AUDIT,"^RCY(344.7,",8,,
344.71,RCDPE SUSPENSE AUDIT,"^RCY(344.71,",9,,
344.72,RCDPE AUTO-POST AUDIT,"^RCY(344.72,",6,,
344.73,RCDPE COMMENT HISTORY,"^RCY(344.73,",5,,
344.74,RCDPE FIRST PARTY CHARGE QUEUE,"^RCY(344.74,",5,,
344.9,RCDPE DM REPORT PARAMETERS,"^RCDM(344.9,",3,,
344.91,RCDPE DM REPORT ARCHIVE,"^RCDM(344.91,",8,,
345.0,AR EDI CARC DATA,"^RC(345,",7,,
345.1,AR PLB ADJUST CODE,"^RC(345.1,",5,,
346.0,AR EDI RARC DATA,"^RC(346,",7,,
347.0,AR FMS DOCUMENT,"^RC(347,",13,ACCOUNTS RECEIVABLE,PRCA
347.1,AR FMS DOCUMENT TYPE,"^RC(347.1,",2,ACCOUNTS RECEIVABLE,PRCA
347.3,REVENUE SOURCE CODE,"^RC(347.3,",3,ACCOUNTS RECEIVABLE,PRCA
347.4,AR/FMS DOCUMENTS,"^PRCA(347.4,",8,ACCOUNTS RECEIVABLE,PRCA
348.0,AR NATIONAL DATA BASE CRITERIA,"^RC(348,",2,ACCOUNTS RECEIVABLE,PRCA
348.1,BAD DEBT ALLOWANCE,"^RC(348.1,",14,ACCOUNTS RECEIVABLE,PRCA
348.2,TOP REFUND/REVERSAL CODES,"^RC(348.2,",3,,
348.4,AR DATA QUEUE,^RCXV(,15,,
348.5,TCS IAI ERROR CODES,"^RC(348.5,",4,,
348.6,TCS IAI ACTION CODES,"^RC(348.6,",3,,
348.7,TCS IAI RECORD TYPES,"^RC(348.7,",3,,
349.0,AR TRANSMISSION RECORDS,"^RCT(349,",20,,
349.1,AR TRANSMISSION TYPE,"^RCT(349.1,",16,,
349.2,AR CCPC STATEMENTS,"^RCPS(349.2,",31,,
349.3,AR RC TRANSMISSIONS,"^RCT(349.3,",9,,
349.4,AR RC TRANSACTION CODES,"^RCT(349.4,",4,,
349.7,CCPC STATEMENT ERRORS,"^RCPSE(349.7,",5,,
