from_file,from_label,from_pkg,field_num,field_label,to_file,to_label,to_pkg
130.0,SURGERY,SURGERY,0.345,ANES SUPERVISE CODE,132.95,ANESTHESIA SUPERVISOR CODES,SURGERY
130.0,SURGERY,SURGERY,0.43,PLANNED POSTOP CARE,131.6,SURGERY DISPOSITION,(unpackaged)
130.0,SURGERY,SURGERY,0.46,OP DISPOSITION,131.6,SURGERY DISPOSITION,(unpackaged)
130.0,SURGERY,SURGERY,0.522,VERIFIER,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,0.525,INST CNT VERF BY,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,0.54,*SURGERY POSITION,132.0,SURGERY POSITION,SURGERY
130.0,SURGERY,SURGERY,0.55,ELECTROGROUND POSITION,138.0,ELECTROGROUND POSITIONS,SURGERY
130.0,SURGERY,SURGERY,0.57,FOLEY CATHETER INSERTED BY,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,0.69,TIME-OUT DOCUMENT COMPLETED BY,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,0.76,POSTOP SKIN INTEG,135.2,SKIN INTEGRITY,SURGERY
130.0,SURGERY,SURGERY,0.79,PACU DISPOSITION,131.6,SURGERY DISPOSITION,(unpackaged)
130.0,SURGERY,SURGERY,0.81,POSTOP MOOD,135.3,PATIENT MOOD ,SURGERY
130.0,SURGERY,SURGERY,0.821,POSTOP CONSCIOUS,135.4,PATIENT CONSCIOUSNESS,SURGERY
130.0,SURGERY,SURGERY,1.099,SURG SCHED PERSON,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,1.13,ASA CLASS,132.8,ASA CLASS,(unpackaged)
130.0,SURGERY,SURGERY,4.0,SKIN PREPPED BY (2),200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,5.0,SKIN PREPPED BY (3),200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,6.0,ELECTROGROUND POSITION (2),138.0,ELECTROGROUND POSITIONS,SURGERY
130.0,SURGERY,SURGERY,8.0,SECOND SKIN PREP AGENT,135.1,SKIN PREP AGENTS,SURGERY
130.0,SURGERY,SURGERY,18.0,PRIMARY CANCEL REASON,135.0,SURGERY CANCELLATION REASON,SURGERY
130.0,SURGERY,SURGERY,25.0,DISCHARGED VIA,131.01,SURGERY TRANSPORTATION DEVICES,SURGERY
130.0,SURGERY,SURGERY,27.0,PLANNED PRIN PROCEDURE CODE ,81.0,CPT,REGISTRATION
130.0,SURGERY,SURGERY,32.5,PRIN PRE-OP ICD DIAGNOSIS CODE,80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,35.0,CONCURRENT CASE,130.0,SURGERY,SURGERY
130.0,SURGERY,SURGERY,47.0,"SPONGE, SHARPS, & INST COUNTER",200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,48.0,COUNT VERIFIER,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,50.0,DIVISION,4.0,INSTITUTION,KERNEL
130.0,SURGERY,SURGERY,61.0,DIAGNOSTIC RESULTS CONFIRM BY,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,63.0,IV STARTED BY,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,66.0,PLANNED PRIN DIAGNOSIS CODE,80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,69.0,CODING VERIFIER,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,70.0,CANCELLED BY,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,78.0,PREVIOUSLY SCHEDULED CASE,130.0,SURGERY,SURGERY
130.0,SURGERY,SURGERY,79.0,RESCHEDULED CASE,130.0,SURGERY,SURGERY
130.0,SURGERY,SURGERY,100.0,ORDER NUMBER,100.0,ORDER,ORDER ENTRY/RESULTS REPORTING
130.0,SURGERY,SURGERY,119.0,NON-OR LOCATION,44.0,HOSPITAL LOCATION,SCHEDULING
130.0,SURGERY,SURGERY,123.0,PROVIDER,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,124.0,ATTEND PROVIDER,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,125.0,MEDICAL SPECIALTY,723.0,MEDICAL SPECIALTY,SURGERY
130.0,SURGERY,SURGERY,253.0,OTHER RESPIRATORY OCCURRENCE,80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,272.1,ASSESSMENT COMPLETED BY,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,286.0,OTHER URINARY TRACT OCCURRENCE,80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,343.0,OTHER CNS OCCURRENCE,80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,344.0,OTHER CARDIAC OCCURRENCE,80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,392.0,OTHER OCCURRENCES (ICD),80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,454.0,OBSERVATION TREATING SPECIALTY,42.4,SPECIALTY,REGISTRATION
130.0,SURGERY,SURGERY,489.0,OTHER WOUND OCCURRENCE,80.0,ICD DIAGNOSIS,DRG GROUPER
130.0,SURGERY,SURGERY,500.0,PFSS ACCOUNT REFERENCE,375.0,PFSS ACCOUNT,(unpackaged)
130.0,SURGERY,SURGERY,639.0,REPORT GIVEN TO,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,657.0,SURGEON VERIFYING UNET,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,659.0,SURGEON VER DONOR ORG PRE-ANES,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,751.0,SURGEON VER ORGAN PRE-ANES,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,753.0,SURGEON VER ORG PRE-TRANSPLANT,200.0,NEW PERSON,SOCIAL WORK
130.0,SURGERY,SURGERY,1000.0,TIU OPERATIVE SUMMARY,8925.0,TIU DOCUMENT,(unpackaged)
130.0,SURGERY,SURGERY,1001.0,TIU NURSE INTRAOP REPORT,8925.0,TIU DOCUMENT,(unpackaged)
130.0,SURGERY,SURGERY,1002.0,TIU PROCEDURE REPORT (NON-OR),8925.0,TIU DOCUMENT,(unpackaged)
130.0,SURGERY,SURGERY,1003.0,TIU ANESTHESIA REPORT,8925.0,TIU DOCUMENT,(unpackaged)
130.4,ICD SEARCH API,(unpackaged),0.02,CODING SYSTEM,80.4,ICD CODING SYSTEMS,(unpackaged)
130.4,ICD SEARCH API,(unpackaged),0.05,OWNER PACKAGE,9.4,PACKAGE,KERNEL
131.06,PHARMACY ITEMS,(unpackaged),0.01,DRUG NAME,50.0,DRUG,CONTROLLED SUBSTANCES
131.25,OPERATION TIMES,SURGERY,0.01,SURGICAL SPECIALTY,137.45,LOCAL SURGICAL SPECIALTY,SURGERY
131.4,CPT-SPINAL LEVEL,(unpackaged),0.01,CPT CODE,81.0,CPT,REGISTRATION
131.7,OPERATING ROOM,SURGERY,0.01,NAME,44.0,HOSPITAL LOCATION,SCHEDULING
131.7,OPERATING ROOM,SURGERY,2.0,PERSON RESP.,200.0,NEW PERSON,SOCIAL WORK
131.7,OPERATING ROOM,SURGERY,9.0,TYPE,134.0,OPERATING ROOM TYPE,SURGERY
133.0,SURGERY SITE PARAMETERS,SURGERY,0.01,SITE,4.0,INSTITUTION,KERNEL
133.0,SURGERY SITE PARAMETERS,SURGERY,42.0,DEFAULT CLINIC FOR DOCUMENTS,44.0,HOSPITAL LOCATION,SCHEDULING
133.0,SURGERY SITE PARAMETERS,SURGERY,43.0,CODE ISSUE MAIL GROUP,3.8,MAIL GROUP,MAILMAN
133.8,SURGERY WAITING LIST,SURGERY,0.01,SURGICAL SPECIALTY,137.45,LOCAL SURGICAL SPECIALTY,SURGERY
136.0,SURGERY PROCEDURE/DIAGNOSIS CODES,SURGERY,0.01,SURGERY CASE,130.0,SURGERY,SURGERY
136.0,SURGERY PROCEDURE/DIAGNOSIS CODES,SURGERY,0.02,PRINCIPAL PROCEDURE CODE,81.0,CPT,REGISTRATION
136.0,SURGERY PROCEDURE/DIAGNOSIS CODES,SURGERY,0.03,PRIN POSTOP DIAGNOSIS CODE,80.0,ICD DIAGNOSIS,DRG GROUPER
137.0,CPT EXCLUSIONS,(unpackaged),0.01,CPT CODE,81.0,CPT,REGISTRATION
137.45,LOCAL SURGICAL SPECIALTY,SURGERY,1.0,NATIONAL SURGICAL SPECIALTY,45.3,SURGICAL SPECIALTY,REGISTRATION
137.45,LOCAL SURGICAL SPECIALTY,SURGERY,2.0,ASSOCIATED CLINIC,44.0,HOSPITAL LOCATION,SCHEDULING
139.2,RISK MODEL LAB TEST,SURGERY,2.0,SPECIMEN,61.0,TOPOGRAPHY FIELD,LAB SERVICE
139.5,SURGERY TRANSPLANT ASSESSMENTS,(unpackaged),0.01,PATIENT,2.0,PATIENT,PATIENT FILE
139.5,SURGERY TRANSPLANT ASSESSMENTS,(unpackaged),2.0,SURGERY CASE,130.0,SURGERY,SURGERY
139.5,SURGERY TRANSPLANT ASSESSMENTS,(unpackaged),63.0,DIVISION,4.0,INSTITUTION,KERNEL
142.0,HEALTH SUMMARY TYPE,HEALTH SUMMARY,0.06,OWNER,200.0,NEW PERSON,SOCIAL WORK
142.5,HEALTH SUMMARY OBJECTS,(unpackaged),0.03,HEALTH SUMMARY TYPE,142.0,HEALTH SUMMARY TYPE,HEALTH SUMMARY
142.5,HEALTH SUMMARY OBJECTS,(unpackaged),0.17,CREATOR,200.0,NEW PERSON,SOCIAL WORK
142.98,HEALTH SUMMARY USER PREFERENCES,(unpackaged),0.01,USER,200.0,NEW PERSON,SOCIAL WORK
142.99,HEALTH SUMMARY PARAMETERS,HEALTH SUMMARY,0.04,SPOOL DEVICE,3.5,DEVICE,KERNEL
150.9,VISIT TRACKING PARAMETERS,(unpackaged),0.04,DEFAULT INSTITUTION,9999999.06,LOCATION,(unpackaged)
150.9,VISIT TRACKING PARAMETERS,(unpackaged),402.0,SITE PART OF VISIT ID,150.2,VSIT SITE CODES,(unpackaged)
160.0,ONCOLOGY PATIENT,ONCOLOGY,7.0,PLACE OF BIRTH,165.2,GEOCODES,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,8.0,RACE 1,164.46,RACE CODE FOR ONCOLOGY,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,8.1,RACE 2,164.46,RACE CODE FOR ONCOLOGY,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,8.2,RACE 3,164.46,RACE CODE FOR ONCOLOGY,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,8.3,RACE 4,164.46,RACE CODE FOR ONCOLOGY,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,8.4,RACE 5,164.46,RACE CODE FOR ONCOLOGY,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,15.1,LAST FOLLOW-UP CONTACT,165.0,ONCOLOGY CONTACT,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,19.0,CAUSE OF DEATH,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,21.0,PLACE OF DEATH,165.2,GEOCODES,ONCOLOGY
160.0,ONCOLOGY PATIENT,ONCOLOGY,24.5,CARE CENTER AT DEATH,160.19,FACILITY,(unpackaged)
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.0,COMORBIDITY/COMPLICATION #1,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.1,COMORBIDITY/COMPLICATION #2,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.2,COMORBIDITY/COMPLICATION #3,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.3,COMORBIDITY/COMPLICATION #4,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.4,COMORBIDITY/COMPLICATION #5,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.5,COMORBIDITY/COMPLICATION #6,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.6,COMORBIDITY/COMPLICATION #7,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.7,COMORBIDITY/COMPLICATION #8,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.8,COMORBIDITY/COMPLICATION #9,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.9,COMORBIDITY/COMPLICATION #10,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.91,SECONDARY DIAGNOSIS #1,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.92,SECONDARY DIAGNOSIS #2,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.93,SECONDARY DIAGNOSIS #3,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.94,SECONDARY DIAGNOSIS #4,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.95,SECONDARY DIAGNOSIS #5,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.96,SECONDARY DIAGNOSIS #6,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.97,SECONDARY DIAGNOSIS #7,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.98,SECONDARY DIAGNOSIS #8,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.99,SECONDARY DIAGNOSIS #9,80.0,ICD DIAGNOSIS,DRG GROUPER
160.0,ONCOLOGY PATIENT,ONCOLOGY,25.9901,SECONDARY DIAGNOSIS #10,80.0,ICD DIAGNOSIS,DRG GROUPER
160.1,ONCOLOGY SITE PARAMETERS,ONCOLOGY,0.03,ZIPCODE,5.11,ZIP CODE,ONCOLOGY
160.1,ONCOLOGY SITE PARAMETERS,ONCOLOGY,6.0,DIVISION,4.0,INSTITUTION,KERNEL
160.1,ONCOLOGY SITE PARAMETERS,ONCOLOGY,27.0,FACILITY ID #,160.19,FACILITY,(unpackaged)
160.1,ONCOLOGY SITE PARAMETERS,ONCOLOGY,67.0,STATE,5.0,STATE,PATIENT FILE
161.0,FEE BASIS PATIENT,FEE BASIS,0.01,NAME,2.0,PATIENT,PATIENT FILE
161.2,FEE BASIS VENDOR,FEE BASIS,0.05,SPECIALTY CODE,161.6,FEE BASIS SPECIALTY CODE,FEE BASIS
161.2,FEE BASIS VENDOR,FEE BASIS,4.0,STATE,5.0,STATE,PATIENT FILE
161.2,FEE BASIS VENDOR,FEE BASIS,7.0,PART CODE,161.81,FEE BASIS PARTICIPATION CODE,FEE BASIS
161.21,FEE BASIS CNH CONTRACT,FEE BASIS,0.04,VENDOR,161.2,FEE BASIS VENDOR,FEE BASIS
161.22,FEE BASIS CNH RATE,FEE BASIS,0.03,CONTRACT,161.21,FEE BASIS CNH CONTRACT,FEE BASIS
161.23,FEE BASIS CNH AUTHORIZATION RATE,FEE BASIS,0.03,ASSOCIATED 7078,162.4,VA FORM 10-7078,FEE BASIS
161.23,FEE BASIS CNH AUTHORIZATION RATE,FEE BASIS,0.04,PATIENT,161.0,FEE BASIS PATIENT,FEE BASIS
161.25,FEE BASIS VENDOR CORRECTION,FEE BASIS,0.01,NAME,161.2,FEE BASIS VENDOR,FEE BASIS
161.26,FEE BASIS PATIENT MRA,FEE BASIS,0.01,NAME,2.0,PATIENT,PATIENT FILE
161.4,FEE BASIS SITE PARAMETERS,FEE BASIS,4.0,STATE,5.0,STATE,PATIENT FILE
161.4,FEE BASIS SITE PARAMETERS,FEE BASIS,27.0,PSA DEFAULT INSTITUTION,4.0,INSTITUTION,KERNEL
161.5,FEE CH REPORT OF CONTACT,FEE BASIS,0.01,ASSOCIATED REQUEST,162.2,FEE NOTIFICATION/REQUEST,FEE BASIS
161.5,FEE CH REPORT OF CONTACT,FEE BASIS,1.0,VENDOR,161.2,FEE BASIS VENDOR,FEE BASIS
161.5,FEE CH REPORT OF CONTACT,FEE BASIS,2.0,VETERAN,2.0,PATIENT,PATIENT FILE
161.5,FEE CH REPORT OF CONTACT,FEE BASIS,10.0,STATE OF CONTACT,5.0,STATE,PATIENT FILE
161.5,FEE CH REPORT OF CONTACT,FEE BASIS,16.0,MODE OF TRANSPORTATION,392.4,BENEFICIARY TRAVEL MODE OF TRANSPORTATION,BENEFICIARY TRAVEL
161.5,FEE CH REPORT OF CONTACT,FEE BASIS,18.0,APPROVING OFFICIAL,200.0,NEW PERSON,SOCIAL WORK
161.7,FEE BASIS BATCH,FEE BASIS,4.0,CLERK WHO OPENED,200.0,NEW PERSON,SOCIAL WORK
161.7,FEE BASIS BATCH,FEE BASIS,6.0,SUPERVISOR WHO CERTIFIED,200.0,NEW PERSON,SOCIAL WORK
161.7,FEE BASIS BATCH,FEE BASIS,14.0,PERSON WHO COMPLETED,200.0,NEW PERSON,SOCIAL WORK
161.7,FEE BASIS BATCH,FEE BASIS,23.0,STATUS SET TO RETRANSMIT BY,200.0,NEW PERSON,SOCIAL WORK
161.82,FEE BASIS PURPOSE OF VISIT,FEE BASIS,2.0,FEE PROGRAM ASSOCIATED WITH,161.8,FEE BASIS PROGRAM,FEE BASIS
161.83,FEE BASIS ID CARD AUDIT,FEE BASIS,0.01,NAME,2.0,PATIENT,PATIENT FILE
161.9,FEE BASIS PAID TO IB,(unpackaged),0.01,PATIENT,2.0,PATIENT,PATIENT FILE
161.9,FEE BASIS PAID TO IB,(unpackaged),0.07,IB NON/OTHER PROVIDER,355.93,IB NON/OTHER VA BILLING PROVIDER,(unpackaged)
161.91,ADJUSTMENT REASON,(unpackaged),3.0,ASSOCIATED SUSPEND CODE,161.27,FEE BASIS SUSPENSION,FEE BASIS
161.95,IPAC VENDOR AGREEMENT FILE,(unpackaged),1.0,VENDOR,161.2,FEE BASIS VENDOR,FEE BASIS
161.96,IPAC VENDOR AGREEMENT MRA,(unpackaged),1.0,IPAC VENDOR AGREEMENT,161.95,IPAC VENDOR AGREEMENT FILE,(unpackaged)
162.0,FEE BASIS PAYMENT,FEE BASIS,0.01,PATIENT,2.0,PATIENT,PATIENT FILE
162.1,FEE BASIS PHARMACY INVOICE,FEE BASIS,2.0,DATA ENTRY CLERK,200.0,NEW PERSON,SOCIAL WORK
162.1,FEE BASIS PHARMACY INVOICE,FEE BASIS,3.0,VENDOR,161.2,FEE BASIS VENDOR,FEE BASIS
162.1,FEE BASIS PHARMACY INVOICE,FEE BASIS,10.0,BATCH ASSIGNED,161.7,FEE BASIS BATCH,FEE BASIS
162.1,FEE BASIS PHARMACY INVOICE,FEE BASIS,14.0,IPAC VENDOR AGREEMENT,161.95,IPAC VENDOR AGREEMENT FILE,(unpackaged)
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,1.0,VENDOR,161.2,FEE BASIS VENDOR,FEE BASIS
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,3.0,VETERAN,2.0,PATIENT,PATIENT FILE
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,7.0,USER ENTERING NOTIFICATION,200.0,NEW PERSON,SOCIAL WORK
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,10.0,USER ENTERING LEGAL DETERM.,200.0,NEW PERSON,SOCIAL WORK
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,13.0,USER ENTERING MEDICAL DETERM.,200.0,NEW PERSON,SOCIAL WORK
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,14.0,SUSPENSE CODE,161.27,FEE BASIS SUSPENSION,FEE BASIS
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,16.0,ASSOCIATED 7078,162.4,VA FORM 10-7078,FEE BASIS
162.2,FEE NOTIFICATION/REQUEST,FEE BASIS,17.0,REFERRING PROVIDER,200.0,NEW PERSON,SOCIAL WORK
162.3,FEE CNH ACTIVITY,FEE BASIS,1.0,VETERAN,161.0,FEE BASIS PATIENT,FEE BASIS
162.3,FEE CNH ACTIVITY,FEE BASIS,4.0,ASSOCIATED ADMISSION,162.3,FEE CNH ACTIVITY,FEE BASIS
162.3,FEE CNH ACTIVITY,FEE BASIS,8.0,NURSING HOME,161.2,FEE BASIS VENDOR,FEE BASIS
162.4,VA FORM 10-7078,FEE BASIS,0.013,USER WHO CANCELLED,200.0,NEW PERSON,SOCIAL WORK
162.4,VA FORM 10-7078,FEE BASIS,0.5,FEE PROGRAM,161.8,FEE BASIS PROGRAM,FEE BASIS
162.4,VA FORM 10-7078,FEE BASIS,2.0,VETERAN,2.0,PATIENT,PATIENT FILE
162.4,VA FORM 10-7078,FEE BASIS,5.0,AUTHORITY,43.4,VA ADMITTING REGULATION,REGISTRATION
162.4,VA FORM 10-7078,FEE BASIS,8.0,USER ENTERING,200.0,NEW PERSON,SOCIAL WORK
162.4,VA FORM 10-7078,FEE BASIS,15.0,REFERRING PROVIDER,200.0,NEW PERSON,SOCIAL WORK
162.5,FEE BASIS INVOICE,FEE BASIS,2.0,VENDOR,161.2,FEE BASIS VENDOR,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,3.0,VETERAN,161.0,FEE BASIS PATIENT,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,6.5,DISCHARGE TYPE CODE,162.6,FEE BASIS DISPOSITION CODE,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,10.0,SUSPEND CODE,161.27,FEE BASIS SUSPENSION,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,11.0,FEE PROGRAM,161.8,FEE BASIS PROGRAM,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,15.0,OLD BATCH NUMBER,161.7,FEE BASIS BATCH,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,17.0,SUPERVISOR WHO VOIDED,200.0,NEW PERSON,SOCIAL WORK
162.5,FEE BASIS INVOICE,FEE BASIS,20.0,BATCH NUMBER,161.7,FEE BASIS BATCH,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,21.0,PURPOSE OF VISIT,161.82,FEE BASIS PURPOSE OF VISIT,FEE BASIS
162.5,FEE BASIS INVOICE,FEE BASIS,23.0,PRIMARY SERVICE FACILITY,4.0,INSTITUTION,KERNEL
162.5,FEE BASIS INVOICE,FEE BASIS,24.0,DISCHARGE DRG,80.2,DRG,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,30.0,ICD1,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,30.02,POA1,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,31.0,ICD2,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,31.02,POA2,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,32.0,ICD3,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,32.02,POA3,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,33.0,ICD4,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,33.02,POA4,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,34.0,ICD5,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,34.02,POA5,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.0,ICD6,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.02,POA6,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.1,ICD7,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.12,POA7,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.2,ICD8,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.22,POA8,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.3,ICD9,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.32,POA9,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.4,ICD10,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.42,POA10,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.5,ICD11,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.52,POA11,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.6,ICD12,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.62,POA12,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.7,ICD13,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.72,POA13,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.8,ICD14,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.82,POA14,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,35.9,ICD15,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,35.92,POA15,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,36.0,ICD16,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,36.02,POA16,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,36.1,ICD17,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,36.12,POA17,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,36.2,ICD18,80.0,ICD DIAGNOSIS,DRG GROUPER
162.5,FEE BASIS INVOICE,FEE BASIS,36.22,POA18,161.94,PRESENT ON ADMISSION,(unpackaged)
162.5,FEE BASIS INVOICE,FEE BASIS,36.3,ICD19,80.0,ICD DIAGNOSIS,DRG GROUPER
