from_file,from_label,from_pkg,field_num,field_label,to_file,to_label,to_pkg
356.2,INSURANCE REVIEW,INTEGRATED BILLING,0.11,ACTION,356.7,CLAIMS TRACKING ACTION,INTEGRATED BILLING
356.2,INSURANCE REVIEW,INTEGRATED BILLING,0.14,DIAGNOSIS AUTHORIZED,80.0,ICD DIAGNOSIS,DRG GROUPER
356.2,INSURANCE REVIEW,INTEGRATED BILLING,0.18,PARENT REVIEW,356.2,INSURANCE REVIEW,INTEGRATED BILLING
356.2,INSURANCE REVIEW,INTEGRATED BILLING,1.02,ENTERED BY,200.0,NEW PERSON,SOCIAL WORK
356.2,INSURANCE REVIEW,INTEGRATED BILLING,1.04,LAST EDITED BY,200.0,NEW PERSON,SOCIAL WORK
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.02,PATIENT,2.0,PATIENT,PATIENT FILE
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.05,WARD,42.0,WARD LOCATION,REGISTRATION
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.06,CLINIC,44.0,HOSPITAL LOCATION,SCHEDULING
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.09,MARKED 'IN PROGRESS' BY,200.0,NEW PERSON,SOCIAL WORK
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.11,REQUESTED BY,200.0,NEW PERSON,SOCIAL WORK
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.13,INQUIRY,356.22,HCS REVIEW TRANSMISSION,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.14,RESPONSE,356.22,HCS REVIEW TRANSMISSION,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.24,MANUALLY REMOVED BY,200.0,NEW PERSON,SOCIAL WORK
356.22,HCS REVIEW TRANSMISSION,(unpackaged),0.25,DELETE REASON,356.023,HCSR WORKLIST DELETE REASON CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.01,REQUEST CATEGORY,356.001,X12 278 REQUEST CATEGORY,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.02,CERTIFICATION TYPE CODE,356.002,X12 278 CERTIFICATION TYPE CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.03,SERVICE TYPE CODE,365.013,X12 271 SERVICE TYPE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.05,FACILITY TYPE,353.1,PLACE OF SERVICE,INTEGRATED BILLING
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.11,STATE,5.0,STATE,PATIENT FILE
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.12,COUNTRY,779.004,COUNTRY CODE,HEALTH LEVEL SEVEN
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.14,CURRENT HEALTH CONDITION,356.003,X12 278 CURRENT HEALTH CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.15,PROGNOSIS CODE,356.004,X12 278 PROGNOSIS CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),2.17,DELAY REASON,356.005,X12 278 DELAY REASON CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.01,HCSD QUANTITY QUALIFIER,365.016,X12 271 QUANTITY QUALIFIER,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.05,HCSD TIME PERIOD QUALIFIER,365.015,X12 271 TIME PERIOD QUALIFIER,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.07,HCSD DELIVERY FREQUENCY,365.025,X12 271 DELIVERY FREQUENCY CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.08,HCSD DELIVERY TIME PATTERN,356.007,X12 278 DELIVERY PATTERN TIME CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.1,AMBULANCE CONDITION #1,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.11,AMBULANCE CONDITION #2,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.12,AMBULANCE CONDITION #3,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.13,AMBULANCE CONDITION #4,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),4.14,AMBULANCE CONDITION #5,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.02,CHIROPRACTIC CONDITION #1,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.03,CHIROPRACTIC CONDITION #2,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.04,CHIROPRACTIC CONDITION #3,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.05,CHIROPRACTIC CONDITION #4,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.06,CHIROPRACTIC CONDITION #5,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.08,DME CONDITION #1,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.09,DME CONDITION #2,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.1,DME CONDITION #3,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.11,DME CONDITION #4,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.12,DME CONDITION #5,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.14,OXYGEN CONDITION #1,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.15,OXYGEN CONDITION #2,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.16,OXYGEN CONDITION #3,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.17,OXYGEN CONDITION #4,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),5.18,OXYGEN CONDITION #5,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.02,FUNCT. LIMIT CONDITION #1,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.03,FUNCT. LIMIT CONDITION #2,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.04,FUNCT. LIMIT CONDITION #3,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.05,FUNCT. LIMIT CONDITION #4,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.06,FUNCT. LIMIT CONDITION #5,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.08,ACTIVITIES CONDITION #1,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.09,ACTIVITIES CONDITION #2,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.1,ACTIVITIES CONDITION #3,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.11,ACTIVITIES CONDITION #4,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.12,ACTIVITIES CONDITION #5,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.14,MENTAL STATUS CONDITION #1,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.15,MENTAL STATUS CONDITION #2,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.16,MENTAL STATUS CONDITION #3,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.17,MENTAL STATUS CONDITION #4,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),6.18,MENTAL STATUS CONDITION #5,356.008,X12 278 CONDITION CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),7.02,ADMISSION SOURCE,356.009,X12 278 ADMISSION SOURCE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),7.03,PATIENT STATUS,356.01,X12 278 PATIENT STATUS,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),7.04,NURSING HOME STATUS,356.011,X12 278 NURSING HOME RESIDENTIAL STATUS,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),7.07,SUBLUXATION LEVEL CODE #1,356.012,X12 278 SUBLUXATION LEVEL CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),7.08,SUBLUXATION LEVEL CODE #2,356.012,X12 278 SUBLUXATION LEVEL CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),8.01,OXYGEN EQUIPMENT TYPE #1,356.013,X12 278 OXYGEN EQUIPMENT TYPE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),8.02,OXYGEN EQUIPMENT TYPE #2,356.013,X12 278 OXYGEN EQUIPMENT TYPE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),8.03,OXYGEN EQUIPMENT TYPE #3,356.013,X12 278 OXYGEN EQUIPMENT TYPE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),9.03,OXYGEN TEST CONDITION,356.014,X12 278 OXYGEN TEST CONDITION,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),9.04,OXYGEN TEST FINDINGS #1,356.015,X12 278 OXYGEN TEST FINDINGS,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),9.05,OXYGEN TEST FINDINGS #2,356.015,X12 278 OXYGEN TEST FINDINGS,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),9.06,OXYGEN TEST FINDINGS #3,356.015,X12 278 OXYGEN TEST FINDINGS,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),9.08,OXYGEN DELIVERY SYSTEM,356.016,X12 278 OXYGEN DELIVERY SYSTEM CODE,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),10.13,PATIENT LOCATION,356.017,X12 278 PATIENT LOCATION,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),19.01,COMMUNICATION NO. QUALIFIER-1,365.021,X12 271 CONTACT QUALIFIER,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),19.02,COMMUNICATION NO. QUALIFIER-2,365.021,X12 271 CONTACT QUALIFIER,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),19.03,COMMUNICATION NO. QUALIFIER-3,365.021,X12 271 CONTACT QUALIFIER,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),103.01,CERTIFICATION ACTION CODE,356.02,X12 278 CERTIFICATION ACTION CODES,(unpackaged)
356.22,HCS REVIEW TRANSMISSION,(unpackaged),103.03,REVIEW DECISION REASON CODE,356.021,X12 278 HCS DECISION REASON CODES,(unpackaged)
356.25,CLAIMS TRACKING ROI,(unpackaged),0.02,PATIENT,2.0,PATIENT,PATIENT FILE
356.25,CLAIMS TRACKING ROI,(unpackaged),0.03,DRUG,50.0,DRUG,CONTROLLED SUBSTANCES
356.25,CLAIMS TRACKING ROI,(unpackaged),0.04,INSURANCE COMPANY,36.0,INSURANCE COMPANY,REGISTRATION
356.25,CLAIMS TRACKING ROI,(unpackaged),1.02,USER ADDING ENTRY,200.0,NEW PERSON,SOCIAL WORK
356.25,CLAIMS TRACKING ROI,(unpackaged),1.04,USER LAST UPDATING,200.0,NEW PERSON,SOCIAL WORK
356.26,CLAIMS TRACKING ROI CONSENT,(unpackaged),0.02,PATIENT,2.0,PATIENT,PATIENT FILE
356.26,CLAIMS TRACKING ROI CONSENT,(unpackaged),1.02,ENTERED BY,200.0,NEW PERSON,SOCIAL WORK
356.26,CLAIMS TRACKING ROI CONSENT,(unpackaged),1.04,LAST EDITED BY,200.0,NEW PERSON,SOCIAL WORK
356.399,CLAIMS TRACKING/BILL,INTEGRATED BILLING,0.01,CLAIM TRACKING ID,356.0,CLAIMS TRACKING,INTEGRATED BILLING
356.399,CLAIMS TRACKING/BILL,INTEGRATED BILLING,0.02,BILL NUMBER,399.0,BILL/CLAIMS,UB-82 BILLING
356.5,CLAIMS TRACKING ALOS,INTEGRATED BILLING,0.01,DRG,80.2,DRG,DRG GROUPER
356.9,INPATIENT DIAGNOSIS,INTEGRATED BILLING,0.01,DIAGNOSIS,80.0,ICD DIAGNOSIS,DRG GROUPER
356.9,INPATIENT DIAGNOSIS,INTEGRATED BILLING,0.02,ADMISSION MOVEMENT,405.0,PATIENT MOVEMENT,REGISTRATION
356.91,INPATIENT PROCEDURE,INTEGRATED BILLING,0.01,PROCEDURE,80.1,ICD OPERATION/PROCEDURE,DRG GROUPER
356.91,INPATIENT PROCEDURE,INTEGRATED BILLING,0.02,ADMISSION MOVEMENT,405.0,PATIENT MOVEMENT,REGISTRATION
356.93,INPATIENT INTERIM DRG,INTEGRATED BILLING,0.01,NAME,80.2,DRG,DRG GROUPER
356.93,INPATIENT INTERIM DRG,INTEGRATED BILLING,0.02,ADMISSION MOVEMENT,405.0,PATIENT MOVEMENT,REGISTRATION
356.94,INPATIENT PROVIDERS,INTEGRATED BILLING,0.02,ADMISSION MOVEMENT,405.0,PATIENT MOVEMENT,REGISTRATION
356.94,INPATIENT PROVIDERS,INTEGRATED BILLING,0.03,PROVIDER,200.0,NEW PERSON,SOCIAL WORK
357.09,ENCOUNTER FORM PARAMETERS,AUTOMATED INFO COLLECTION SYS,0.04,DEFAULT DATA ENTRY FORM,357.0,ENCOUNTER FORM,INTEGRATED BILLING
357.09,ENCOUNTER FORM PARAMETERS,AUTOMATED INFO COLLECTION SYS,1.01,PURGE NOTIFICATION MAIL GROUP,3.8,MAIL GROUP,MAILMAN
357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING,0.02,FORM,357.0,ENCOUNTER FORM,INTEGRATED BILLING
357.2,SELECTION LIST,INTEGRATED BILLING,0.02,BLOCK,357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING
357.2,SELECTION LIST,INTEGRATED BILLING,0.11,SELECTION INTERFACE,357.6,PACKAGE INTERFACE,INTEGRATED BILLING
357.3,SELECTION,INTEGRATED BILLING,0.03,SELECTION LIST,357.2,SELECTION LIST,INTEGRATED BILLING
357.3,SELECTION,INTEGRATED BILLING,0.04,SELECTION GROUP,357.4,SELECTION GROUP,INTEGRATED BILLING
357.3,SELECTION,INTEGRATED BILLING,2.02,CLINICAL LEXICON ENTRY,757.01,EXPRESSIONS,CLINICAL LEXICON UTILITY
357.3,SELECTION,INTEGRATED BILLING,4.02,ICD CHANGES MADE BY,200.0,NEW PERSON,SOCIAL WORK
357.4,SELECTION GROUP,INTEGRATED BILLING,0.03,SELECTION LIST,357.2,SELECTION LIST,INTEGRATED BILLING
357.5,DATA FIELD,INTEGRATED BILLING,0.02,BLOCK,357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING
357.5,DATA FIELD,INTEGRATED BILLING,0.03,TYPE OF DATA,357.6,PACKAGE INTERFACE,INTEGRATED BILLING
357.6,PACKAGE INTERFACE,INTEGRATED BILLING,0.11,TYPE OF HEALTH SUMMARY,142.0,HEALTH SUMMARY TYPE,HEALTH SUMMARY
357.6,PACKAGE INTERFACE,INTEGRATED BILLING,0.13,PACKAGE INTERFACE FOR INPUT,357.6,PACKAGE INTERFACE,INTEGRATED BILLING
357.6,PACKAGE INTERFACE,INTEGRATED BILLING,0.22,ICD CODING SYSTEM,80.4,ICD CODING SYSTEMS,(unpackaged)
357.6,PACKAGE INTERFACE,INTEGRATED BILLING,16.2,NARRATIVE DATA TYPE,359.1,AICS DATA ELEMENTS,AUTOMATED INFO COLLECTION SYS
357.6,PACKAGE INTERFACE,INTEGRATED BILLING,16.6,PRIMARY VALUE DATA TYPE,359.1,AICS DATA ELEMENTS,AUTOMATED INFO COLLECTION SYS
357.69,TYPE OF VISIT,AUTOMATED INFO COLLECTION SYS,0.01,CODE,81.0,CPT,REGISTRATION
357.7,FORM LINE,INTEGRATED BILLING,0.06,BLOCK,357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING
357.8,TEXT AREA,INTEGRATED BILLING,0.02,BLOCK,357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING
357.93,MULTIPLE CHOICE FIELD,AUTOMATED INFO COLLECTION SYS,0.06,TYPE OF DATA,357.6,PACKAGE INTERFACE,INTEGRATED BILLING
357.93,MULTIPLE CHOICE FIELD,AUTOMATED INFO COLLECTION SYS,0.08,BLOCK,357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING
357.94,ENCOUNTER FORM PRINTERS,IB PATCH 18,0.01,TERMINAL TYPE,3.2,TERMINAL TYPE,KERNEL
357.95,FORM DEFINITION,AUTOMATED INFO COLLECTION SYS,0.21,FORM NAME,357.0,ENCOUNTER FORM,INTEGRATED BILLING
357.96,ENCOUNTER FORM TRACKING,AUTOMATED INFO COLLECTION SYS,0.02,PATIENT,2.0,PATIENT,PATIENT FILE
357.96,ENCOUNTER FORM TRACKING,AUTOMATED INFO COLLECTION SYS,0.04,FORM TYPE,357.95,FORM DEFINITION,AUTOMATED INFO COLLECTION SYS
357.96,ENCOUNTER FORM TRACKING,AUTOMATED INFO COLLECTION SYS,0.1,CLINIC,44.0,HOSPITAL LOCATION,SCHEDULING
357.96,ENCOUNTER FORM TRACKING,AUTOMATED INFO COLLECTION SYS,0.16,USER INPUTTING DATA,200.0,NEW PERSON,SOCIAL WORK
358.1,IMP/EXP ENCOUNTER FORM BLOCK,INTEGRATED BILLING,0.02,FORM,358.0,IMP/EXP ENCOUNTER FORM,INTEGRATED BILLING
358.2,IMP/EXP SELECTION LIST,INTEGRATED BILLING,0.02,BLOCK,358.1,IMP/EXP ENCOUNTER FORM BLOCK,INTEGRATED BILLING
358.2,IMP/EXP SELECTION LIST,INTEGRATED BILLING,0.11,SELECTION ROUTINE,358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING
358.3,IMP/EXP SELECTION,INTEGRATED BILLING,0.03,SELECTION LIST,358.2,IMP/EXP SELECTION LIST,INTEGRATED BILLING
358.3,IMP/EXP SELECTION,INTEGRATED BILLING,0.04,SELECTION GROUP,358.4,IMP/EXP SELECTION GROUP,INTEGRATED BILLING
358.3,IMP/EXP SELECTION,INTEGRATED BILLING,2.02,CLINICAL LEXICON ENTRY,757.01,EXPRESSIONS,CLINICAL LEXICON UTILITY
358.4,IMP/EXP SELECTION GROUP,INTEGRATED BILLING,0.03,SELECTION LIST,358.2,IMP/EXP SELECTION LIST,INTEGRATED BILLING
358.5,IMP/EXP DATA FIELD,INTEGRATED BILLING,0.02,BLOCK,358.1,IMP/EXP ENCOUNTER FORM BLOCK,INTEGRATED BILLING
358.5,IMP/EXP DATA FIELD,INTEGRATED BILLING,0.03,TYPE OF DATA,358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING
358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING,0.11,TYPE OF HEALTH SUMMARY,142.0,HEALTH SUMMARY TYPE,HEALTH SUMMARY
358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING,0.13,PACKAGE INTERFACE FOR INPUT,358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING
358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING,16.2,NARRATIVE DATA TYPE,358.99,IMP/EXP AICS DATA ELEMENTS,IB ENCOUNTER FORM IMP/EXP
358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING,16.6,PRIMARY VALUE DATA TYPE,358.99,IMP/EXP AICS DATA ELEMENTS,IB ENCOUNTER FORM IMP/EXP
358.7,IMP/EXP FORM LINE,INTEGRATED BILLING,0.06,BLOCK,358.1,IMP/EXP ENCOUNTER FORM BLOCK,INTEGRATED BILLING
358.8,IMP/EXP TEXT AREA,INTEGRATED BILLING,0.02,BLOCK,358.1,IMP/EXP ENCOUNTER FORM BLOCK,INTEGRATED BILLING
358.93,IMP/EXP MULTIPLE CHOICE FIELD,IB ENCOUNTER FORM IMP/EXP,0.06,TYPE OF DATA,358.6,IMP/EXP PACKAGE INTERFACE,INTEGRATED BILLING
358.93,IMP/EXP MULTIPLE CHOICE FIELD,IB ENCOUNTER FORM IMP/EXP,0.08,BLOCK,358.1,IMP/EXP ENCOUNTER FORM BLOCK,INTEGRATED BILLING
358.94,IMP/EXP HAND PRINT FIELD,IB ENCOUNTER FORM IMP/EXP,0.06,TYPE OF DATA,357.6,PACKAGE INTERFACE,INTEGRATED BILLING
358.94,IMP/EXP HAND PRINT FIELD,IB ENCOUNTER FORM IMP/EXP,0.08,BLOCK,357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING
358.94,IMP/EXP HAND PRINT FIELD,IB ENCOUNTER FORM IMP/EXP,0.1,DHCP DATA ELEMENT,359.1,AICS DATA ELEMENTS,AUTOMATED INFO COLLECTION SYS
359.0,CONVERTED FORMS,AUTOMATED INFO COLLECTION SYS,0.01,CONVERTED FORM,357.0,ENCOUNTER FORM,INTEGRATED BILLING
359.0,CONVERTED FORMS,AUTOMATED INFO COLLECTION SYS,0.02,ORIGINAL FORM,357.0,ENCOUNTER FORM,INTEGRATED BILLING
359.3,AICS ERROR AND WARNING LOG,(unpackaged),0.02,PATIENT,2.0,PATIENT,PATIENT FILE
359.3,AICS ERROR AND WARNING LOG,(unpackaged),0.09,FORM NAME,357.0,ENCOUNTER FORM,INTEGRATED BILLING
359.3,AICS ERROR AND WARNING LOG,(unpackaged),0.1,PACKAGE INTERFACE,357.6,PACKAGE INTERFACE,INTEGRATED BILLING
359.3,AICS ERROR AND WARNING LOG,(unpackaged),0.13,USER,200.0,NEW PERSON,SOCIAL WORK
359.3,AICS ERROR AND WARNING LOG,(unpackaged),1.03,USER CORRECTING DATA,200.0,NEW PERSON,SOCIAL WORK
359.94,HAND PRINT FIELD,AUTOMATED INFO COLLECTION SYS,0.06,TYPE OF DATA,357.6,PACKAGE INTERFACE,INTEGRATED BILLING
359.94,HAND PRINT FIELD,AUTOMATED INFO COLLECTION SYS,0.08,BLOCK,357.1,ENCOUNTER FORM BLOCK,INTEGRATED BILLING
359.94,HAND PRINT FIELD,AUTOMATED INFO COLLECTION SYS,0.1,DHCP DATA ELEMENT,359.1,AICS DATA ELEMENTS,AUTOMATED INFO COLLECTION SYS
360.0,IB-FB INTERFACE TRACKING,(unpackaged),0.02,PATIENT,2.0,PATIENT,PATIENT FILE
360.0,IB-FB INTERFACE TRACKING,(unpackaged),1.01,CLAIMS TRACKING ENTRY NUMBER,356.0,CLAIMS TRACKING,INTEGRATED BILLING
360.0,IB-FB INTERFACE TRACKING,(unpackaged),1.02,BILL/CLAIMS,399.0,BILL/CLAIMS,UB-82 BILLING
360.0,IB-FB INTERFACE TRACKING,(unpackaged),1.03,INVOICE NUMBER,162.5,FEE BASIS INVOICE,FEE BASIS
360.0,IB-FB INTERFACE TRACKING,(unpackaged),1.04,INTEGRATED BILLING ACTION,350.0,INTEGRATED BILLING ACTION,INTEGRATED BILLING
361.0,BILL STATUS MESSAGE,(unpackaged),0.01,BILL NUMBER,399.0,BILL/CLAIMS,UB-82 BILLING
361.0,BILL STATUS MESSAGE,(unpackaged),0.05,BATCH NUMBER,364.1,EDI TRANSMISSION BATCH,(unpackaged)
361.0,BILL STATUS MESSAGE,(unpackaged),0.11,TRANSMIT BILL,364.0,EDI TRANSMIT BILL,(unpackaged)
361.1,EXPLANATION OF BENEFITS,(unpackaged),0.01,BILL,399.0,BILL/CLAIMS,UB-82 BILLING
361.1,EXPLANATION OF BENEFITS,(unpackaged),0.02,PAYER NAME,36.0,INSURANCE COMPANY,REGISTRATION
361.1,EXPLANATION OF BENEFITS,(unpackaged),0.18,MANUALLY ENTERED BY,200.0,NEW PERSON,SOCIAL WORK
361.1,EXPLANATION OF BENEFITS,(unpackaged),0.19,TRANSMIT BILL,364.0,EDI TRANSMIT BILL,(unpackaged)
361.1,EXPLANATION OF BENEFITS,(unpackaged),100.01,BATCH NUMBER,364.1,EDI TRANSMISSION BATCH,(unpackaged)
361.1,EXPLANATION OF BENEFITS,(unpackaged),100.03,LAST EDITED BY,200.0,NEW PERSON,SOCIAL WORK
361.3,IB MESSAGE SCREEN TEXT,(unpackaged),0.03,ADDED BY,200.0,NEW PERSON,SOCIAL WORK
361.3,IB MESSAGE SCREEN TEXT,(unpackaged),0.05,EDITED BY,200.0,NEW PERSON,SOCIAL WORK
361.4,EDI TEST CLAIM STATUS MESSAGE,(unpackaged),0.01,CLAIM,399.0,BILL/CLAIMS,UB-82 BILLING
362.1,IB AUTOMATED BILLING COMMENTS,INTEGRATED BILLING,0.02,CLAIMS TRACKING ID,356.0,CLAIMS TRACKING,INTEGRATED BILLING
362.1,IB AUTOMATED BILLING COMMENTS,INTEGRATED BILLING,0.03,BILL NUMBER,399.0,BILL/CLAIMS,UB-82 BILLING
362.3,IB BILL/CLAIMS DIAGNOSIS,INTEGRATED BILLING,0.01,DIAGNOSIS,80.0,ICD DIAGNOSIS,DRG GROUPER
362.3,IB BILL/CLAIMS DIAGNOSIS,INTEGRATED BILLING,0.02,BILL NUMBER,399.0,BILL/CLAIMS,UB-82 BILLING
362.4,IB BILL/CLAIMS PRESCRIPTION REFILL,INTEGRATED BILLING,0.02,BILL NUMBER,399.0,BILL/CLAIMS,UB-82 BILLING
362.4,IB BILL/CLAIMS PRESCRIPTION REFILL,INTEGRATED BILLING,0.04,DRUG,50.0,DRUG,CONTROLLED SUBSTANCES
362.4,IB BILL/CLAIMS PRESCRIPTION REFILL,INTEGRATED BILLING,0.05,RECORD,52.0,PRESCRIPTION,PHARMACY
362.5,IB BILL/CLAIMS PROSTHETICS,INTEGRATED BILLING,0.02,BILL NUMBER,399.0,BILL/CLAIMS,UB-82 BILLING
362.5,IB BILL/CLAIMS PROSTHETICS,INTEGRATED BILLING,0.04,RECORD,660.0,RECORD OF PROS APPLIANCE/REPAIR,PROSTHETICS
363.0,RATE SCHEDULE,(unpackaged),0.02,RATE TYPE,399.3,RATE TYPE,UB-82 BILLING
363.0,RATE SCHEDULE,(unpackaged),0.04,BILLABLE SERVICE,399.1,MCCR UTILITY,UB-82 BILLING
363.1,CHARGE SET,(unpackaged),0.02,BILLING RATE,363.3,BILLING RATE,(unpackaged)
363.1,CHARGE SET,(unpackaged),0.03,BILLABLE EVENT,399.1,MCCR UTILITY,UB-82 BILLING
363.1,CHARGE SET,(unpackaged),0.05,DEFAULT REVENUE CODE,399.2,REVENUE CODE,UB-82 BILLING
