file_number,label,entry_count,tier,package,package_provenance,package_confidence,global_root
80.0,ICD DIAGNOSIS,91279,large,DRG GROUPER,direct,high,^ICD9(
80.1,ICD OPERATION/PROCEDURE,86813,large,DRG GROUPER,direct,high,^ICD0(
996.2,EXTENSIBLE EDITOR SPELLCHECKER,37324,large,EXTENSIBLE EDITOR,prefix,med,^RGED3(
64.0,WKLD CODE,25227,large,LAB SERVICE,direct,high,^LAM(
409.68,OUTPATIENT ENCOUNTER,14352,large,(unattributed),unattributed,,^SCE(
9000010.0,VISIT,14125,large,(unattributed),unattributed,,^AUPNVSIT(
112.0,FOOD NUTRIENTS,12398,large,DIETETICS,direct,high,^FHNU(
9000010.18,V CPT,7299,medium,(unattributed),unattributed,,^AUPNVCPT(
9000010.06,V PROVIDER,6283,medium,(unattributed),unattributed,,^AUPNVPRV(
52.0,PRESCRIPTION,6153,medium,PHARMACY,direct,high,^PSRX(
9999999.64,HEALTH FACTORS,5936,medium,(unattributed),unattributed,,^AUTTHF(
9999999.06,LOCATION,5033,medium,(unattributed),unattributed,,^AUTTLOC(
405.0,PATIENT MOVEMENT,4807,medium,REGISTRATION,direct,high,^DGPM(
50.0,DRUG,3929,medium,CONTROLLED SUBSTANCES,direct,high,^PSDRUG(
1.0,FILE,2916,medium,VA FILEMAN,prefix,med,^DIC(
3.1,TITLE,2916,medium,KERNEL,direct,high,"^DIC(3.1,"
3.4,COMMUNICATIONS PROTOCOL,2916,medium,MAILMAN,direct,high,"^DIC(3.4,"
4.0,INSTITUTION,2916,medium,KERNEL,direct,high,"^DIC(4,"
4.001,MASTER FILE PARAMETERS,2916,medium,VA FILEMAN,prefix,med,"^DIC(4.001,"
4.005,MD5 Signature,2916,medium,VA FILEMAN,prefix,med,"^DIC(4.005,"
4.009,STANDARD TERMINOLOGY VERSION FILE,2916,medium,VA FILEMAN,prefix,med,"^DIC(4.009,"
4.05,INSTITUTION ASSOCIATION TYPES,2916,medium,VA FILEMAN,prefix,med,"^DIC(4.05,"
4.1,FACILITY TYPE,2916,medium,KERNEL,direct,high,"^DIC(4.1,"
4.11,AGENCY,2916,medium,KERNEL,direct,high,"^DIC(4.11,"
4.2,DOMAIN,2916,medium,MAILMAN,direct,high,"^DIC(4.2,"
4.2996,INTERNET SUFFIX,2916,medium,MAILMAN,direct,high,"^DIC(4.2996,"
5.0,STATE,2916,medium,PATIENT FILE,direct,high,"^DIC(5,"
7.0,PROVIDER CLASS,2916,medium,VA FILEMAN,prefix,med,"^DIC(7,"
7.1,SPECIALITY,2916,medium,VA FILEMAN,prefix,med,"^DIC(7.1,"
8.0,ELIGIBILITY CODE,2916,medium,REGISTRATION,direct,high,"^DIC(8,"
8.1,MAS ELIGIBILITY CODE,2916,medium,REGISTRATION,direct,high,"^DIC(8.1,"
8.2,IDENTIFICATION FORMAT,2916,medium,REGISTRATION,direct,high,"^DIC(8.2,"
9.2,HELP FRAME,2916,medium,KERNEL,direct,high,"^DIC(9.2,"
9.4,PACKAGE,2916,medium,KERNEL,direct,high,"^DIC(9.4,"
9.8,ROUTINE,2916,medium,KERNEL,direct,high,"^DIC(9.8,"
10.0,RACE,2916,medium,REGISTRATION,direct,high,"^DIC(10,"
10.2,ETHNICITY,2916,medium,VA FILEMAN,prefix,med,"^DIC(10.2,"
10.3,RACE AND ETHNICITY COLLECTION METHOD,2916,medium,VA FILEMAN,prefix,med,"^DIC(10.3,"
11.0,MARITAL STATUS,2916,medium,REGISTRATION,direct,high,"^DIC(11,"
12.0,OCCUPATION,2916,medium,VA FILEMAN,prefix,med,"^DIC(12,"
13.0,RELIGION,2916,medium,REGISTRATION,direct,high,"^DIC(13,"
19.0,OPTION,2916,medium,MENU DRIVER,direct,high,"^DIC(19,"
19.1,SECURITY KEY,2916,medium,MENU DRIVER,direct,high,"^DIC(19.1,"
19.2,OPTION SCHEDULING,2916,medium,VA FILEMAN,prefix,med,"^DIC(19.2,"
19.8,MENUMAN QUICK HELP,2916,medium,VA FILEMAN,prefix,med,"^DIC(19.8,"
20.11,EDUCATION,2916,medium,VA FILEMAN,prefix,med,"^DIC(20.11,"
21.0,PERIOD OF SERVICE,2916,medium,REGISTRATION,direct,high,"^DIC(21,"
22.0,POW PERIOD,2916,medium,REGISTRATION,direct,high,"^DIC(22,"
23.0,BRANCH OF SERVICE,2916,medium,REGISTRATION,direct,high,"^DIC(23,"
24.0,NON-VETERAN CLASS,2916,medium,VA FILEMAN,prefix,med,"^DIC(24,"
25.0,TYPE OF DISCHARGE,2916,medium,REGISTRATION,direct,high,"^DIC(25,"
26.0,SEPARATION REASON,2916,medium,VA FILEMAN,prefix,med,"^DIC(26,"
30.0,DISPOSITION LATE REASON,2916,medium,REGISTRATION,direct,high,"^DIC(30,"
31.0,DISABILITY CONDITION,2916,medium,SCHEDULING,direct,high,"^DIC(31,"
34.0,CONTRACT/SHARING AGREEMENTS,2916,medium,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^DIC(34,"
35.0,OTHER FEDERAL AGENCY,2916,medium,REGISTRATION,direct,high,"^DIC(35,"
36.0,INSURANCE COMPANY,2916,medium,REGISTRATION,direct,high,"^DIC(36,"
37.0,DISPOSITION,2916,medium,REGISTRATION,direct,high,"^DIC(37,"
39.1,EMBOSSED CARD TYPE,2916,medium,REGISTRATION,direct,high,"^DIC(39.1,"
39.2,EMBOSSING DATA,2916,medium,REGISTRATION,direct,high,"^DIC(39.2,"
39.3,EMBOSSER EQUIPMENT FILE,2916,medium,REGISTRATION,direct,high,"^DIC(39.3,"
40.7,CLINIC STOP,2916,medium,SCHEDULING,direct,high,"^DIC(40.7,"
40.9,LOCATION TYPE,2916,medium,SCHEDULING,direct,high,"^DIC(40.9,"
42.0,WARD LOCATION,2916,medium,REGISTRATION,direct,high,"^DIC(42,"
42.4,SPECIALTY,2916,medium,REGISTRATION,direct,high,"^DIC(42.4,"
42.55,PRIORITY GROUPING,2916,medium,REGISTRATION,direct,high,"^DIC(42.55,"
43.4,VA ADMITTING REGULATION,2916,medium,REGISTRATION,direct,high,"^DIC(43.4,"
45.1,SOURCE OF ADMISSION,2916,medium,REGISTRATION,direct,high,"^DIC(45.1,"
45.3,SURGICAL SPECIALTY,2916,medium,REGISTRATION,direct,high,"^DIC(45.3,"
45.6,PLACE OF DISPOSITION,2916,medium,REGISTRATION,direct,high,"^DIC(45.6,"
45.61,PTF ABUSED SUBSTANCE,2916,medium,REGISTRATION,direct,high,"^DIC(45.61,"
45.68,FACILITY SUFFIX,2916,medium,DGYU,direct,high,"^DIC(45.68,"
45.7,FACILITY TREATING SPECIALTY,2916,medium,REGISTRATION,direct,high,"^DIC(45.7,"
45.81,STATION TYPE,2916,medium,REGISTRATION,direct,high,"^DIC(45.81,"
45.82,CATEGORY OF BENEFICIARY,2916,medium,REGISTRATION,direct,high,"^DIC(45.82,"
45.88,PTF EXPANDED CODE CATEGORY,2916,medium,REGISTRATION,direct,high,"^DIC(45.88,"
45.89,PTF EXPANDED CODE,2916,medium,REGISTRATION,direct,high,"^DIC(45.89,"
47.0,MAS FORMS AND SCREENS,2916,medium,REGISTRATION,direct,high,"^DIC(47,"
49.0,SERVICE/SECTION,2916,medium,INTERIM MANAGEMENT SUPPORT,direct,high,"^DIC(49,"
51.5,ORDER UNIT,2916,medium,PHARMACY,direct,high,"^DIC(51.5,"
57.0,ALLERGY/DISORDER,2916,medium,PHARMACY,direct,high,"^DIC(57,"
58.0,REACTION SEVERITY,2916,medium,PHARMACY,direct,high,"^DIC(58,"
68.4,WORKLIST HEADINGS,2916,medium,LAB SERVICE,direct,high,"^DIC(68.4,"
81.2,CPT COPYRIGHT,2916,medium,REGISTRATION,direct,high,"^DIC(81.2,"
130.4,ICD SEARCH API,2916,medium,VA FILEMAN,prefix,med,"^DIC(130.4,"
150.9,VISIT TRACKING PARAMETERS,2916,medium,VA FILEMAN,prefix,med,"^DIC(150.9,"
194.4,LABEL FORMAT,2916,medium,RECORD TRACKING,direct,high,"^DIC(194.4,"
194.5,LABEL PRINT FIELD,2916,medium,RECORD TRACKING,direct,high,"^DIC(194.5,"
195.1,RECORD TRACKING APPLICATION,2916,medium,RECORD TRACKING,direct,high,"^DIC(195.1,"
195.2,RECORD TYPES,2916,medium,RECORD TRACKING,direct,high,"^DIC(195.2,"
195.3,RECORD MOVEMENT TYPES,2916,medium,RECORD TRACKING,direct,high,"^DIC(195.3,"
195.4,RECORD TRACKING SYSTEM PARAMETERS,2916,medium,RECORD TRACKING,direct,high,"^DIC(195.4,"
195.6,REASONS,2916,medium,RECORD TRACKING,direct,high,"^DIC(195.6,"
213.9,NURS PARAMETERS,2916,medium,NURSING SERVICE,direct,high,"^DIC(213.9,"
220.1,DENTAL TOOTH STATUS CODE,2916,medium,VA FILEMAN,prefix,med,"^DIC(220.1,"
220.2,DENTAL CLASSIFICATION,2916,medium,DENTAL,direct,high,"^DIC(220.2,"
220.3,DENTAL TYPE OF SERVICE,2916,medium,DENTAL,direct,high,"^DIC(220.3,"
220.4,DENTAL BED SECTION,2916,medium,DENTAL,direct,high,"^DIC(220.4,"
620.0,PROBLEM,2916,medium,MENTAL HEALTH,direct,high,"^DIC(620,"
625.0,INDICATOR,2916,medium,MENTAL HEALTH,direct,high,"^DIC(625,"
627.0,DSM3,2916,medium,MENTAL HEALTH,direct,high,"^DIC(627,"
627.5,DSM-III-R,2916,medium,MENTAL HEALTH,direct,high,"^DIC(627.5,"
627.9,DSM MODIFIERS,2916,medium,MENTAL HEALTH,direct,high,"^DIC(627.9,"
6910.0,ENG INIT PARAMETERS,2916,medium,ENGINEERING,direct,high,"^DIC(6910,"
6910.1,ENGINEERING COMPUTER PORT,2916,medium,ENGINEERING,direct,high,"^DIC(6910.1,"
6921.0,WORK CENTER CODE,2916,medium,ENGINEERING,direct,high,"^DIC(6921,"
6922.0,ENGINEERING SECTION LIST,2916,medium,ENGINEERING,direct,high,"^DIC(6922,"
25002.1,FEDERAL GRADES/RANKS,2916,medium,OPERATION DESERT SHIELD,direct,high,"^DIC(25002.1,"
1200036.0,VISTA APPLICATIONS,2916,medium,ZPEH,direct,high,"^DIC(1200036,"
81.0,CPT,2352,medium,REGISTRATION,direct,high,^ICPT(
131.8,SURGERY UTILIZATION,2031,medium,SURGERY,direct,high,^SRU(
9000011.0,PROBLEM,1879,medium,PROBLEM LIST,direct,high,^AUPNPROB(
2.0,PATIENT,1756,medium,PATIENT FILE,direct,high,^DPT(
9000001.0,PATIENT/IHS,1756,medium,(unattributed),unattributed,,^AUPNPAT(
350.0,INTEGRATED BILLING ACTION,1560,medium,INTEGRATED BILLING,direct,high,^IB(
190.0,RECORDS,1557,medium,RECORD TRACKING,direct,high,^RT(
82.13,DRG CC EXCLUSIONS,1491,medium,DRG GROUPER,prefix,med,^ICDCCEX(
45.5,PTF MESSAGE,1286,medium,REGISTRATION,direct,high,^DGM(
9000010.11,V IMMUNIZATION,1155,medium,(unattributed),unattributed,,^AUPNVIMM(
45.0,PTF,1119,medium,REGISTRATION,direct,high,^DGPT(
161.2,FEE BASIS VENDOR,1119,medium,FEE BASIS,direct,high,^FBAAV(
74.0,RAD/NUC MED REPORTS,1099,medium,RADIOLOGY/NUCLEAR MEDICINE,direct,high,^RARPT(
409.5,SCHEDULING VISITS,1063,medium,SCHEDULING,direct,high,^SDV(
113.0,INGREDIENT,1008,medium,DIETETICS,direct,high,^FHING(
9999999.27,PROVIDER NARRATIVE,957,small,(unattributed),unattributed,,^AUTNPOV(
9000010.07,V POV,946,small,(unattributed),unattributed,,^AUPNVPOV(
44.0,HOSPITAL LOCATION,930,small,SCHEDULING,direct,high,^SC(
80.2,DRG,893,small,DRG GROUPER,direct,high,^ICD(
9000010.23,V HEALTH FACTORS,825,small,(unattributed),unattributed,,^AUPNVHF(
63.0,LAB DATA,794,small,LAB SERVICE,direct,high,^LR(
59.9,PBM PATIENT DEMOGRAPHICS,709,small,PHARMACY,direct,high,^PSUDEM(
130.0,SURGERY,458,small,SURGERY,direct,high,^SRF(
45.2,PTF TRANSFERRING FACILITY,420,small,REGISTRATION,direct,high,^DGTF(
70.0,RAD/NUC MED PATIENT,299,small,RADIOLOGY/NUCLEAR MEDICINE,direct,high,^RADPT(
82.0,DRG DIAGNOSIS IDENTIFIER CODES,274,small,DRG GROUPER,prefix,med,^ICDID(
1.5,ENTITY,266,small,VA FILEMAN,range_canonical,low,^DDE(
920.0,VACCINE INFORMATION STATEMENT,262,small,(unattributed),unattributed,,^AUTTIVIS(
9999999.14,IMMUNIZATION,246,small,(unattributed),unattributed,,^AUTTIMM(
82.1,DRG PROCEDURE IDENTIFIER CODES,224,small,DRG GROUPER,prefix,med,^ICDIP(
40.1,OPC,217,small,SCHEDULING,direct,high,^SDASF(
50.9,DRUG COST,194,small,PHARMACY,direct,high,^PSCST(
9999999.17,TREATMENT,192,small,(unattributed),unattributed,,^AUTTTRT(
40.5,HOLIDAY,137,small,KERNEL,direct,high,^HOLIDAY(
350.1,IB ACTION TYPE,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.1,"
350.2,IB ACTION CHARGE,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.2,"
350.21,IB ACTION STATUS,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.21,"
350.3,IB CHARGE REMOVE REASONS,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.3,"
350.4,BILLABLE AMBULATORY SURGICAL CODE,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.4,"
350.41,UPDATE BILLABLE AMBULATORY SURGICAL CODE,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.41,"
350.5,BASC LOCALITY MODIFIER,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.5,"
350.6,IB ARCHIVE/PURGE LOG,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.6,"
350.7,AMBULATORY CHECK-OFF SHEET,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.7,"
350.71,AMBULATORY SURG. CHECK-OFF SHEET PRINT FIELDS,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.71,"
350.8,IB ERROR,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.8,"
350.9,IB SITE PARAMETERS,132,small,INTEGRATED BILLING,direct,high,"^IBE(350.9,"
351.0,MEANS TEST BILLING CLOCK,132,small,INTEGRATED BILLING,direct,high,"^IBE(351,"
351.1,IB CONTINUOUS PATIENT,132,small,INTEGRATED BILLING,direct,high,"^IBE(351.1,"
351.2,SPECIAL INPATIENT BILLING CASES,132,small,INTEGRATED BILLING,direct,high,"^IBE(351.2,"
351.3,MEANS TEST BILLING CLOCK VERIFY,132,small,INTEGRATED BILLING,prefix,med,"^IBE(351.3,"
351.51,TRICARE PHARMACY ERRORS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(351.51,"
351.7,IB DM EXTRACT REPORTS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(351.7,"
351.701,IB DM EXTRACT DATA ELEMENTS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(351.701,"
351.71,IB DM EXTRACT DATA,132,small,INTEGRATED BILLING,prefix,med,"^IBE(351.71,"
351.73,IB DM WORKLOAD PARAMETERS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(351.73,"
352.1,BILLABLE APPOINTMENT TYPE,132,small,INTEGRATED BILLING,direct,high,"^IBE(352.1,"
352.2,NON-BILLABLE DISPOSITIONS,132,small,INTEGRATED BILLING,direct,high,"^IBE(352.2,"
352.3,NON-BILLABLE CLINIC STOP CODES,132,small,INTEGRATED BILLING,direct,high,"^IBE(352.3,"
352.4,NON-BILLABLE CLINICS,132,small,INTEGRATED BILLING,direct,high,"^IBE(352.4,"
352.5,IB CLINIC STOP CODE BILLABLE TYPES,132,small,INTEGRATED BILLING,prefix,med,"^IBE(352.5,"
353.0,BILL FORM TYPE,132,small,INTEGRATED BILLING,direct,high,"^IBE(353,"
353.1,PLACE OF SERVICE,132,small,INTEGRATED BILLING,direct,high,"^IBE(353.1,"
353.2,TYPE OF SERVICE,132,small,INTEGRATED BILLING,direct,high,"^IBE(353.2,"
353.3,IB ATTACHMENT REPORT TYPE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(353.3,"
353.4,TRANSPORT REASON CODE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(353.4,"
353.5,AMBULANCE CONDITION INDICATORS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(353.5,"
354.2,EXEMPTION REASON,132,small,INTEGRATED BILLING,direct,high,"^IBE(354.2,"
354.3,BILLING THRESHOLDS,132,small,INTEGRATED BILLING,direct,high,"^IBE(354.3,"
354.5,BILLING ALERT DEFINITION,132,small,INTEGRATED BILLING,direct,high,"^IBE(354.5,"
354.6,IB FORM LETTER,132,small,INTEGRATED BILLING,direct,high,"^IBE(354.6,"
355.1,TYPE OF PLAN,132,small,INTEGRATED BILLING,direct,high,"^IBE(355.1,"
355.12,SOURCE OF INFORMATION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(355.12,"
355.13,INSURANCE FILING TIME FRAME,132,small,INTEGRATED BILLING,prefix,med,"^IBE(355.13,"
355.2,TYPE OF INSURANCE COVERAGE,132,small,INTEGRATED BILLING,direct,high,"^IBE(355.2,"
355.31,PLAN LIMITATION CATEGORY,132,small,INTEGRATED BILLING,prefix,med,"^IBE(355.31,"
355.6,INSURANCE RIDERS,132,small,INTEGRATED BILLING,direct,high,"^IBE(355.6,"
355.97,IB PROVIDER ID # TYPE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(355.97,"
356.11,CLAIMS TRACKING REVIEW TYPE,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.11,"
356.19,CLAIMS TRACKING UNBILLED AMOUNTS DATA,132,small,IB UNBILLED AMOUNTS PATCH,direct,high,"^IBE(356.19,"
356.21,CLAIMS TRACKING DENIAL REASONS,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.21,"
356.3,CLAIMS TRACKING SI/IS CATEGORIES,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.3,"
356.4,CLAIMS TRACKING NON-ACUTE CLASSIFICATIONS,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.4,"
356.5,CLAIMS TRACKING ALOS,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.5,"
356.6,CLAIMS TRACKING TYPE,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.6,"
356.7,CLAIMS TRACKING ACTION,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.7,"
356.8,CLAIMS TRACKING NON-BILLABLE REASONS,132,small,INTEGRATED BILLING,direct,high,"^IBE(356.8,"
357.0,ENCOUNTER FORM,132,small,INTEGRATED BILLING,direct,high,"^IBE(357,"
357.1,ENCOUNTER FORM BLOCK,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.1,"
357.2,SELECTION LIST,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.2,"
357.3,SELECTION,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.3,"
357.4,SELECTION GROUP,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.4,"
357.5,DATA FIELD,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.5,"
357.6,PACKAGE INTERFACE,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.6,"
357.69,TYPE OF VISIT,132,small,AUTOMATED INFO COLLECTION SYS,direct,high,"^IBE(357.69,"
357.7,FORM LINE,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.7,"
357.8,TEXT AREA,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.8,"
357.91,MARKING AREA TYPE,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.91,"
357.92,PRINT CONDITIONS,132,small,INTEGRATED BILLING,direct,high,"^IBE(357.92,"
357.93,MULTIPLE CHOICE FIELD,132,small,AUTOMATED INFO COLLECTION SYS,direct,high,"^IBE(357.93,"
357.94,ENCOUNTER FORM PRINTERS,132,small,IB PATCH 18,direct,high,"^IBE(357.94,"
358.0,IMP/EXP ENCOUNTER FORM,132,small,INTEGRATED BILLING,direct,high,"^IBE(358,"
358.1,IMP/EXP ENCOUNTER FORM BLOCK,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.1,"
358.2,IMP/EXP SELECTION LIST,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.2,"
358.3,IMP/EXP SELECTION,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.3,"
358.4,IMP/EXP SELECTION GROUP,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.4,"
358.5,IMP/EXP DATA FIELD,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.5,"
358.6,IMP/EXP PACKAGE INTERFACE,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.6,"
358.7,IMP/EXP FORM LINE,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.7,"
358.8,IMP/EXP TEXT AREA,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.8,"
358.91,IMP/EXP MARKING AREA,132,small,INTEGRATED BILLING,direct,high,"^IBE(358.91,"
358.93,IMP/EXP MULTIPLE CHOICE FIELD,132,small,IB ENCOUNTER FORM IMP/EXP,direct,high,"^IBE(358.93,"
358.94,IMP/EXP HAND PRINT FIELD,132,small,IB ENCOUNTER FORM IMP/EXP,direct,high,"^IBE(358.94,"
358.99,IMP/EXP AICS DATA ELEMENTS,132,small,IB ENCOUNTER FORM IMP/EXP,direct,high,"^IBE(358.99,"
359.1,AICS DATA ELEMENTS,132,small,AUTOMATED INFO COLLECTION SYS,direct,high,"^IBE(359.1,"
359.94,HAND PRINT FIELD,132,small,AUTOMATED INFO COLLECTION SYS,direct,high,"^IBE(359.94,"
361.2,IB ELECTRONIC REPORT DISPOSITION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(361.2,"
361.3,IB MESSAGE SCREEN TEXT,132,small,INTEGRATED BILLING,prefix,med,"^IBE(361.3,"
363.0,RATE SCHEDULE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(363,"
363.1,CHARGE SET,132,small,INTEGRATED BILLING,prefix,med,"^IBE(363.1,"
363.3,BILLING RATE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(363.3,"
363.31,BILLING REGION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(363.31,"
363.32,BILLING SPECIAL GROUPS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(363.32,"
363.33,BILLING REVENUE CODE LINKS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(363.33,"
363.34,BILLING PROVIDER DISCOUNT,132,small,INTEGRATED BILLING,prefix,med,"^IBE(363.34,"
364.3,IB MESSAGE ROUTER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(364.3,"
364.4,IB EDI TRANSMISSION RULE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(364.4,"
365.011,X12 271 ELIGIBILITY/BENEFIT,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.011,"
365.012,X12 271 COVERAGE LEVEL,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.012,"
365.013,X12 271 SERVICE TYPE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.013,"
365.014,X12 271 INSURANCE TYPE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.014,"
365.015,X12 271 TIME PERIOD QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.015,"
365.016,X12 271 QUANTITY QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.016,"
365.017,X12 271 ERROR CONDITION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.017,"
365.018,X12 271 ERROR ACTION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.018,"
365.021,X12 271 CONTACT QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.021,"
365.022,X12 271 ENTITY IDENTIFIER CODE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.022,"
365.023,X12 271 IDENTIFICATION QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.023,"
365.024,X12 271 PROVIDER CODE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.024,"
365.025,X12 271 DELIVERY FREQUENCY CODE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.025,"
365.026,X12 271 DATE QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.026,"
365.027,X12 271 LOOP ID,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.027,"
365.028,X12 271 REFERENCE IDENTIFICATION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.028,"
365.029,X12 271 UNITS OF MEASUREMENT,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.029,"
365.031,X12 271 ENTITY RELATIONSHIP CODE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.031,"
365.032,X12 271 DATE FORMAT QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.032,"
365.033,X12 271 YES/NO RESPONSE CODE ,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.033,"
365.034,X12 271 LOCATION QUALIFER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.034,"
365.035,X12 271 PROCEDURE CODING METHOD,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.035,"
365.036,X12 271 DELIVERY PATTERN,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.036,"
365.037,X12 271 PATIENT RELATIONSHIP,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.037,"
365.038,X12 271 INJURY CATEGORY,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.038,"
365.039,X12 271 MILITARY PERSONNEL INFO STATUS CODE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.039,"
365.041,X12 271 MILITARY GOVT SERVICE AFFILIATION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.041,"
365.042,X12 271 MILITARY SERVICE RANK,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.042,"
365.043,X12 271 ENTITY TYPE QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.043,"
365.044,X12 271 CODE LIST QUALIFIER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.044,"
365.045,X12 271 NATURE OF INJURY CODES,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.045,"
365.046,X12 271 MILITARY EMPLOYMENT STATUS CODE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.046,"
365.12,PAYER,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.12,"
365.13,PAYER APPLICATION,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.13,"
365.14,IIV TRANSMISSION STATUS,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.14,"
365.15,IIV STATUS TABLE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(365.15,"
367.11,INSURANCE COMPANY ID TYPE,132,small,INTEGRATED BILLING,prefix,med,"^IBE(367.11,"
368.001,X12 277 CLAIM STATUS CATEGORY,132,small,INTEGRATED BILLING,prefix,med,"^IBE(368.001,"
368.002,X12 277 PRODUCT OR SERVICE ID QUAL,132,small,INTEGRATED BILLING,prefix,med,"^IBE(368.002,"
399.6,CMN FORM TYPES,132,small,INTEGRATED BILLING,prefix,med,"^IBE(399.6,"
9999999.09,EDUCATION TOPICS,119,small,(unattributed),unattributed,,^AUTTEDT(
50.073,DUE QUESTIONNAIRE,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(50.073,"
50.0731,DUE ANSWER SHEET,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(50.0731,"
50.0732,DUE QUESTION,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(50.0732,"
