file_number,label,entry_count,tier,package,package_provenance,package_confidence,global_root
394.1,*PDX DATA,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.1,"
394.2,*PDX PARAMETER,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.2,"
394.3,*PDX STATUS,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.3,"
394.4,*PDX STATISTICS,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.4,"
394.61,VAQ - TRANSACTION,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.61,"
394.62,VAQ - DATA,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.62,"
394.71,VAQ - DATA SEGMENT,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.71,"
394.72,VAQ - ENCRYPTION METHOD,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.72,"
394.73,VAQ - ENCRYPTED FIELDS,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.73,"
394.81,VAQ - PARAMETER,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.81,"
394.82,VAQ - RELEASE GROUP,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.82,"
394.83,VAQ - OUTGOING GROUP,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.83,"
394.84,VAQ - SEGMENT GROUP,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.84,"
394.85,VAQ - STATUS,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.85,"
394.86,VAQ - AUTO-NUMBERING,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.86,"
394.87,VAQ - WORKLOAD,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.87,"
394.88,VAQ - WORK,24,tiny,PATIENT DATA EXCHANGE,direct,high,"^VAT(394.88,"
407.7,TRANSMISSION ROUTERS,24,tiny,REGISTRATION,direct,high,"^VAT(407.7,"
408.0,DISCRETIONARY WORKLOAD,24,tiny,REGISTRATION,direct,high,"^VAT(408,"
220.0,DENTAL PATIENT,23,tiny,DENTAL,direct,high,"^DENT(220,"
220.5,DENTAL PROVIDER,23,tiny,DENTAL,direct,high,"^DENT(220.5,"
220.51,DENTAL PROVIDER TYPE,23,tiny,DENTAL,prefix,high,"^DENT(220.51,"
220.52,DENTAL PROVIDER SPECIALTY,23,tiny,DENTAL,prefix,high,"^DENT(220.52,"
220.6,DENTAL SCREEN (USER),23,tiny,DENTAL,direct,high,"^DENT(220.6,"
221.0,DENTAL TREATMENT (AMIS),23,tiny,DENTAL,direct,high,"^DENT(221,"
222.0,DENTAL FEE BASIS (AMIS),23,tiny,DENTAL,direct,high,"^DENT(222,"
223.0,DENTAL CLASS I-VI (AMIS),23,tiny,DENTAL,direct,high,"^DENT(223,"
224.0,DENTAL PERSONNEL (AMIS),23,tiny,DENTAL,direct,high,"^DENT(224,"
225.0,DENTAL SITE PARAMETERS,23,tiny,DENTAL,direct,high,"^DENT(225,"
226.0,DENTAL NON CLINICAL TIME,23,tiny,DENTAL,direct,high,"^DENT(226,"
227.0,DENTAL CANNED COMMENTS,23,tiny,DENTAL,prefix,high,"^DENT(227,"
228.0,DENTAL CPT CODE MAPPING,23,tiny,DENTAL,prefix,high,"^DENT(228,"
228.1,DENTAL HISTORY,23,tiny,DENTAL,prefix,high,"^DENT(228.1,"
228.2,TREATMENT PLAN TRANSACTION/EXAM,23,tiny,DENTAL,prefix,high,"^DENT(228.2,"
228.25,DES/HL7 TRANSMISSION,23,tiny,DENTAL,prefix,high,"^DENT(228.25,"
228.3,TREATMENT PLAN CONSTANT DATA,23,tiny,DENTAL,prefix,high,"^DENT(228.3,"
228.4,TOOTH,23,tiny,DENTAL,prefix,high,"^DENT(228.4,"
228.42,DENTAL GROUPING FOR VA-DSS,23,tiny,DENTAL,prefix,high,"^DENT(228.42,"
228.5,DENTAL FEE BASIS EXTRACT,23,tiny,DENTAL,prefix,high,"^DENT(228.5,"
228.6,DENTAL TP NOTES,23,tiny,DENTAL,prefix,high,"^DENT(228.6,"
228.7,DENTAL TP RESERVE,23,tiny,DENTAL,prefix,high,"^DENT(228.7,"
228.8,DENTAL CODING CHECKS,23,tiny,DENTAL,prefix,high,"^DENT(228.8,"
210.0,NURS STAFF,22,tiny,NURSING SERVICE,direct,high,"^NURSF(210,"
211.1,NURS PAY SCALE,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(211.1,"
211.2,*NURS GRADE/STEP,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(211.2,"
211.3,NURS SERVICE POSITION,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(211.3,"
211.4,NURS LOCATION,22,tiny,NURSING SERVICE,direct,high,"^NURSF(211.4,"
211.5,NURS CLINICAL BACKGROUND,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(211.5,"
211.6,NURS TOUR OF DUTY,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(211.6,"
211.7,NURS AMIS POSITION,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(211.7,"
211.8,NURS POSITION CONTROL,22,tiny,NURSING SERVICE,direct,high,"^NURSF(211.8,"
211.9,NURS VACANCY/TRANSFERRED REASONS,22,tiny,NURSING SERVICE,direct,high,"^NURSF(211.9,"
212.1,NURS EDUCATION,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(212.1,"
212.2,NURS CERTIFICATION,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(212.2,"
212.3,NURS COLLEGE MAJOR,22,tiny,NURSING ADMINISTRATION,direct,high,"^NURSF(212.3,"
212.4,*NURS MANDATORY INSERVICE,22,tiny,NURSING SERVICE,direct,high,"^NURSF(212.4,"
212.42,*NURS MI CLASS GROUP,22,tiny,NURSING SERVICE,direct,high,"^NURSF(212.42,"
212.6,NURS PRIVILEGE,22,tiny,NURSING SERVICE,direct,high,"^NURSF(212.6,"
212.7,NURS PRODUCT LINE,22,tiny,NURSING SERVICE,prefix,med,"^NURSF(212.7,"
212.8,VANOD UNIT TYPES,22,tiny,NURSING SERVICE,prefix,med,"^NURSF(212.8,"
213.3,NURS AMIS WARD,22,tiny,NURSING SERVICE,direct,high,"^NURSF(213.3,"
214.0,NURS PATIENT,22,tiny,NURSING SERVICE,direct,high,"^NURSF(214,"
219.7,*NURS CONVERSION NAME CHANGE,22,tiny,NURSING SERVICE,direct,high,"^NURSF(219.7,"
631.0,HBHC PATIENT,22,tiny,HBH PATCH 1 INITS,direct,high,"^HBHC(631,"
631.1,HBHC REJECT/WITHDRAW REASON,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.1,"
631.2,HBHC EXPRESSIVE COMMUNICATION,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.2,"
631.3,HBHC RECEPTIVE COMMUNICATION,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.3,"
631.4,HBHC PROVIDER,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.4,"
631.5,HBHC TYPE OF VISIT,22,tiny,HOSPITAL BASED HOME CARE,direct,high,"^HBHC(631.5,"
631.6,HBHC CLINIC,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.6,"
631.7,HBHC PERIOD OF SERVICE,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.7,"
631.8,HBHC VALID STATE CODE,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.8,"
631.9,HBHC SYSTEM PARAMETERS,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(631.9,"
632.0,HBHC VISIT,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(632,"
633.0,HBHC TEAM,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(633,"
633.1,HBHC ERROR MESSAGES FOR VISITS,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(633.1,"
633.2,HBHC MEDICAL FOSTER HOME,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(633.2,"
634.0,HBHC TRANSMIT,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634,"
634.1,HBHC EVALUATION/ADMISSION ERROR(S),22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634.1,"
634.2,HBHC VISIT ERROR(S),22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634.2,"
634.3,HBHC DISCHARGE ERROR(S),22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634.3,"
634.4,HBHC FORM 6 CORRECTIONS,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634.4,"
634.5,HBHC PSEUDO SSN ERROR(S),22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634.5,"
634.6,HBHC TRANSMIT HISTORY,22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634.6,"
634.7,HBHC MEDICAL FOSTER HOME ERROR(S),22,tiny,HOSPITAL BASED HOME CARE,prefix,med,"^HBHC(634.7,"
120.51,GMRV VITAL TYPE,21,tiny,ZZVITALS,direct,high,"^GMRD(120.51,"
120.52,GMRV VITAL QUALIFIER,21,tiny,ZZVITALS,direct,high,"^GMRD(120.52,"
120.53,GMRV VITAL CATEGORY,21,tiny,ZZVITALS,direct,high,"^GMRD(120.53,"
120.57,GMRV VITALS PARAMETERS,21,tiny,ZZVITALS,direct,high,"^GMRD(120.57,"
120.82,GMR ALLERGIES,21,tiny,ADVERSE REACTION TRACKING,direct,high,"^GMRD(120.82,"
120.83,SIGN/SYMPTOMS,21,tiny,ADVERSE REACTION TRACKING,direct,high,"^GMRD(120.83,"
120.84,GMR ALLERGY SITE PARAMETERS,21,tiny,ADVERSE REACTION TRACKING,direct,high,"^GMRD(120.84,"
120.87,GMRA DOCUMENT,21,tiny,DISCHARGE SUMMARY,prefix,high,"^GMRD(120.87,"
124.1,GMRG PARAMETERS,21,tiny,GEN. MED. REC. - GENERATOR,direct,high,"^GMRD(124.1,"
124.2,AGGREGATE TERM,21,tiny,SUPPLY,direct,high,"^GMRD(124.2,"
124.25,TERM CLASSIFICATION,21,tiny,GEN. MED. REC. - GENERATOR,direct,high,"^GMRD(124.25,"
126.56,GMRY INPUT TYPE,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.56,"
126.58,GMRY OUTPUT TYPE,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.58,"
126.6,GMRY OUTPUT SUBTYPE,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.6,"
126.7,GMRY IV SITE,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.7,"
126.72,GMRY IV SITE DESCRIPTION,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.72,"
126.74,GMRY IV CATHETER,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.74,"
126.76,GMRY IV DC'ED REASON,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.76,"
126.8,GMRY INTAKE ITEMS,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.8,"
126.9,GMRY NUR IV SOLUTION,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.9,"
126.95,GMRY NUR SHIFT/OTHER,21,tiny,GEN. MED. REC. - I/O,direct,high,"^GMRD(126.95,"
409.81,SDEC APPLICATION,20,tiny,SCHEDULING,direct,high,"^SDEC(409.81,"
409.822,SDEC ACCESS GROUP,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.822,"
409.823,SDEC ACCESS TYPE,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.823,"
409.824,SDEC ACCESS GROUP TYPE,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.824,"
409.831,SDEC RESOURCE,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.831,"
409.832,SDEC RESOURCE GROUP,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.832,"
409.833,SDEC RESOURCE USER,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.833,"
409.834,SDEC ADDITIONAL RESOURCE,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.834,"
409.84,SDEC APPOINTMENT,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.84,"
409.842,SDEC CHECK-IN STEP STATUS,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.842,"
409.845,SDEC PREFERENCES AND SPECIAL NEEDS,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.845,"
409.85,SDEC APPT REQUEST,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.85,"
409.853,SDEC DISPOSITION REASON,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.853,"
409.86,SDEC CONTACT,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.86,"
409.87,SDEC CONSULT PID HISTORY,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.87,"
409.88,SDEC CANCELLATION COMMENT,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.88,"
409.89,SDEC STOP CODE,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.89,"
409.93,SDES ERROR CODES,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.93,"
409.94,SDEC SUBSPECIALTY,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.94,"
409.98,SDEC SETTINGS,20,tiny,SCHEDULING,prefix,med,"^SDEC(409.98,"
8933.1,NEW PERSON FIELD MONITOR,20,tiny,TOOLKIT,prefix,med,"^XTV(8933.1,"
8989.2,KERNEL PARAMETERS,20,tiny,TOOLKIT,prefix,med,"^XTV(8989.2,"
8989.3,KERNEL SYSTEM PARAMETERS,20,tiny,TOOLKIT,prefix,med,"^XTV(8989.3,"
8989.5,PARAMETERS,20,tiny,TOOLKIT,prefix,med,"^XTV(8989.5,"
8989.51,PARAMETER DEFINITION,20,tiny,TOOLKIT,prefix,med,"^XTV(8989.51,"
8989.518,PARAMETER ENTITY,20,tiny,TOOLKIT,prefix,med,"^XTV(8989.518,"
8989.52,PARAMETER TEMPLATE,20,tiny,TOOLKIT,prefix,med,"^XTV(8989.52,"
8991.0,XTV ROUTINE CHANGES,20,tiny,TOOLKIT,direct,high,"^XTV(8991,"
8991.19,XTV VERIFICATION PACKAGE,20,tiny,TOOLKIT,direct,high,"^XTV(8991.19,"
8991.2,XTV GLOBAL CHANGES,20,tiny,TOOLKIT,direct,high,"^XTV(8991.2,"
8991.5,XQAB ERRORS LOGGED,20,tiny,TOOLKIT,prefix,med,"^XTV(8991.5,"
8991.6,XUEPCS DATA,20,tiny,TOOLKIT,prefix,med,"^XTV(8991.6,"
8991.7,XUEPCS PSDRPH AUDIT,20,tiny,TOOLKIT,prefix,med,"^XTV(8991.7,"
8991.8,DEA BUSINESS ACTIVITY CODES,20,tiny,TOOLKIT,prefix,med,"^XTV(8991.8,"
8991.9,DEA NUMBERS,20,tiny,TOOLKIT,prefix,med,"^XTV(8991.9,"
8992.0,ALERT,20,tiny,TOOLKIT,prefix,med,"^XTV(8992,"
8992.1,ALERT TRACKING,20,tiny,TOOLKIT,prefix,med,"^XTV(8992.1,"
8992.2,ALERT RECIPIENT TYPE,20,tiny,TOOLKIT,prefix,med,"^XTV(8992.2,"
8992.3,ALERT CRITICAL TEXT,20,tiny,TOOLKIT,prefix,med,"^XTV(8992.3,"
8992.7,LOG4M CONFIG,20,tiny,TOOLKIT,prefix,med,"^XTV(8992.7,"
8992.8,MUNIT TEST GROUP,20,tiny,TOOLKIT,prefix,med,"^XTV(8992.8,"
341.0,AR EVENT,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(341,"
341.1,AR EVENT TYPE,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(341.1,"
342.0,AR SITE PARAMETER,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(342,"
342.1,AR GROUP,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(342.1,"
342.2,AR GROUP TYPE,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(342.2,"
342.3,AR USER CUSTOMIZE,19,tiny,(unattributed),unattributed,,"^RC(342.3,"
343.0,AR FORM LETTER,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(343,"
345.0,AR EDI CARC DATA,19,tiny,(unattributed),unattributed,,"^RC(345,"
345.1,AR PLB ADJUST CODE,19,tiny,(unattributed),unattributed,,"^RC(345.1,"
346.0,AR EDI RARC DATA,19,tiny,(unattributed),unattributed,,"^RC(346,"
347.0,AR FMS DOCUMENT,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(347,"
347.1,AR FMS DOCUMENT TYPE,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(347.1,"
347.3,REVENUE SOURCE CODE,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(347.3,"
348.0,AR NATIONAL DATA BASE CRITERIA,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(348,"
348.1,BAD DEBT ALLOWANCE,19,tiny,ACCOUNTS RECEIVABLE,direct,high,"^RC(348.1,"
348.2,TOP REFUND/REVERSAL CODES,19,tiny,(unattributed),unattributed,,"^RC(348.2,"
348.5,TCS IAI ERROR CODES,19,tiny,(unattributed),unattributed,,"^RC(348.5,"
348.6,TCS IAI ACTION CODES,19,tiny,(unattributed),unattributed,,"^RC(348.6,"
348.7,TCS IAI RECORD TYPES,19,tiny,(unattributed),unattributed,,"^RC(348.7,"
455.1,8B ERROR MESSAGE,19,tiny,PAID,direct,high,"^PRST(455.1,"
455.5,T&L UNIT,19,tiny,PAID,direct,high,"^PRST(455.5,"
456.0,PAID PARAMETERS,19,tiny,PAID,prefix,med,"^PRST(456,"
457.1,TOUR OF DUTY,19,tiny,PAID,direct,high,"^PRST(457.1,"
457.2,SPECIAL TOUR INDICATOR,19,tiny,PAID,direct,high,"^PRST(457.2,"
457.3,TYPE OF TIME,19,tiny,PAID,direct,high,"^PRST(457.3,"
457.4,TIME REMARKS,19,tiny,PAID,direct,high,"^PRST(457.4,"
457.5,PAY ENTITLEMENT,19,tiny,PAID,direct,high,"^PRST(457.5,"
457.6,ENVIRONMENTAL DIFFERENTIALS,19,tiny,PAID,direct,high,"^PRST(457.6,"
458.0,TIME & ATTENDANCE RECORDS,19,tiny,PAID,direct,high,"^PRST(458,"
458.1,LEAVE REQUESTS,19,tiny,PAID,direct,high,"^PRST(458.1,"
458.2,OT/CT REQUESTS,19,tiny,PAID,direct,high,"^PRST(458.2,"
458.3,ENVIRONMENTAL DIFF. REQUESTS,19,tiny,PAID,direct,high,"^PRST(458.3,"
458.4,PT PHYSICIAN EXTENDED ABSENCE,19,tiny,PAID,prefix,med,"^PRST(458.4,"
458.5,PRIOR PP EXCEPTIONS,19,tiny,PAID,direct,high,"^PRST(458.5,"
458.6,OVERTIME WARNINGS,19,tiny,PAID,prefix,med,"^PRST(458.6,"
458.7,PT PHYSICIAN MEMORANDUM,19,tiny,PAID,prefix,med,"^PRST(458.7,"
458.8,RECESS TRACKING,19,tiny,PAID,prefix,med,"^PRST(458.8,"
459.0,PAID PAYRUN DATA,19,tiny,PAID,direct,high,"^PRST(459,"
860.2,ORDER CHECK RULE,19,tiny,(unattributed),unattributed,,"^OCXS(860.2,"
860.3,ORDER CHECK ELEMENT,19,tiny,(unattributed),unattributed,,"^OCXS(860.3,"
860.4,ORDER CHECK DATA FIELD,19,tiny,(unattributed),unattributed,,"^OCXS(860.4,"
860.5,ORDER CHECK DATA SOURCE,19,tiny,(unattributed),unattributed,,"^OCXS(860.5,"
860.6,ORDER CHECK DATA CONTEXT,19,tiny,(unattributed),unattributed,,"^OCXS(860.6,"
860.8,ORDER CHECK COMPILER FUNCTIONS,19,tiny,(unattributed),unattributed,,"^OCXS(860.8,"
860.9,ORDER CHECK NATIONAL TERM,19,tiny,(unattributed),unattributed,,"^OCXS(860.9,"
863.0,OCX MDD CLASS,19,tiny,(unattributed),unattributed,,"^OCXS(863,"
863.1,OCX MDD APPLICATION,19,tiny,(unattributed),unattributed,,"^OCXS(863.1,"
863.2,OCX MDD SUBJECT,19,tiny,(unattributed),unattributed,,"^OCXS(863.2,"
863.3,OCX MDD LINK,19,tiny,(unattributed),unattributed,,"^OCXS(863.3,"
863.4,OCX MDD ATTRIBUTE,19,tiny,(unattributed),unattributed,,"^OCXS(863.4,"
863.5,OCX MDD VALUES,19,tiny,(unattributed),unattributed,,"^OCXS(863.5,"
863.6,OCX MDD METHOD,19,tiny,(unattributed),unattributed,,"^OCXS(863.6,"
863.7,OCX MDD PUBLIC FUNCTION,19,tiny,(unattributed),unattributed,,"^OCXS(863.7,"
863.8,OCX MDD PARAMETER,19,tiny,(unattributed),unattributed,,"^OCXS(863.8,"
863.9,OCX MDD CONDITION/FUNCTION,19,tiny,(unattributed),unattributed,,"^OCXS(863.9,"
864.0,OCX MDD SITE PREFERENCES,19,tiny,(unattributed),unattributed,,"^OCXS(864,"
864.1,OCX MDD DATATYPE,19,tiny,(unattributed),unattributed,,"^OCXS(864.1,"
66.3,MASTER LABORATORY TEST,18,tiny,LAB SERVICE,prefix,med,^LRMLTF(
99.0,PT. TEXT,18,tiny,MENTAL HEALTH,direct,high,^PTX(
910.0,ESP MASTER NAME INDEX,18,tiny,POLICE & SECURITY,direct,high,"^ESP(910,"
910.1,ESP ACTIVITY REPORT,18,tiny,POLICE & SECURITY,direct,high,"^ESP(910.1,"
910.2,ESP POLICE REGISTRATION LOG,18,tiny,POLICE & SECURITY,direct,high,"^ESP(910.2,"
910.7,ESP SELECTABLES,18,tiny,POLICE & SECURITY,direct,high,"^ESP(910.7,"
910.8,ESP EVIDENCE,18,tiny,POLICE & SECURITY,direct,high,"^ESP(910.8,"
911.0,ESP ACTIVITY CODES,18,tiny,POLICE & SECURITY,direct,high,"^ESP(911,"
911.2,ESP DISPOSITION CODES,18,tiny,POLICE & SECURITY,direct,high,"^ESP(911.2,"
912.0,ESP OFFENSE REPORT,18,tiny,POLICE & SECURITY,direct,high,"^ESP(912,"
912.3,ESP CRIME DATA-BY-FACILITY,18,tiny,POLICE & SECURITY,prefix,med,"^ESP(912.3,"
912.4,ESP CRIME DATA,18,tiny,POLICE & SECURITY,direct,high,"^ESP(912.4,"
912.5,ESP POLICE TRAINING,18,tiny,POLICE & SECURITY,direct,high,"^ESP(912.5,"
912.7,ESP CRIME CATEGORIES,18,tiny,POLICE & SECURITY,direct,high,"^ESP(912.7,"
912.8,ESP CRIME TYPES,18,tiny,POLICE & SECURITY,direct,high,"^ESP(912.8,"
912.9,ESP CRIME SUB-TYPES,18,tiny,POLICE & SECURITY,direct,high,"^ESP(912.9,"
913.0,ESP WANTS & WARRANTS,18,tiny,POLICE & SECURITY,direct,high,"^ESP(913,"
914.0,ESP VIOLATIONS,18,tiny,POLICE & SECURITY,direct,high,"^ESP(914,"
915.0,ESP OFFENSE CODES,18,tiny,POLICE & SECURITY,direct,high,"^ESP(915,"
916.0,ESP DAILY JOURNAL,18,tiny,POLICE & SECURITY,direct,high,"^ESP(916,"
71.1235,RADIOLOGY PROCEDURE MAP TO CC CONSULT,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,prefix,high,"^RA(71.1235,"
72.0,EXAMINATION STATUS,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(72,"
73.2,RADIOLOGY CPT BY PROCEDURE TYPE,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,prefix,high,"^RA(73.2,"
74.1,STANDARD REPORTS,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(74.1,"
75.2,RAD/NUC MED REASON,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(75.2,"
75.3,COMMUNITY CARE JUSTIFICATIONS,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,prefix,high,"^RA(75.3,"
78.1,COMPLICATION TYPES,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(78.1,"
78.2,LBL/HDR/FTR FORMATS,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(78.2,"
78.3,DIAGNOSTIC CODES,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(78.3,"
78.4,FILM SIZES,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(78.4,"
78.6,CAMERA/EQUIP/RM,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(78.6,"
78.7,LABEL PRINT FIELDS,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(78.7,"
79.0,RAD/NUC MED DIVISION,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(79,"
79.1,IMAGING LOCATIONS,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(79.1,"
79.2,IMAGING TYPE,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,direct,high,"^RA(79.2,"
79.3,HL7 MESSAGE EXCEPTIONS,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,prefix,high,"^RA(79.3,"
79.7,RAD/NUC MED HL7 APPLICATION EXCEPTION,17,tiny,RADIOLOGY/NUCLEAR MEDICINE,prefix,high,"^RA(79.7,"
231.6,TRACKING BOARD,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(231.6,"
231.7,TRACKING STAFF,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(231.7,"
231.8,TRACKING ROOM-BED,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(231.8,"
231.9,TRACKING AREA,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(231.9,"
232.1,EDP REPORT TEMPLATE,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.1,"
232.11,EDP REPORT ELEMENTS,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.11,"
232.5,CPE ROLE,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.5,"
232.6,EDP WORKSHEET SPECIFICATION,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.6,"
232.71,EDP WORKSHEET SECTION,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.71,"
232.72,EDP WORKSHEET COMPONENT,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.72,"
232.73,EDP WORKSHEET COMPONENT TYPE,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.73,"
232.74,EDP COMPONENT VALIDATORS,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(232.74,"
233.1,TRACKING CODE,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(233.1,"
233.2,TRACKING CODE SET,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(233.2,"
233.8,NHAMCS REASON FOR VISIT,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(233.8,"
233.81,NHAMCS REASON FOR VISIT DISPLAY,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(233.81,"
233.82,ED COMPLAINT,17,tiny,EMERGENCY DEPARTMENT,prefix,med,"^EDPB(233.82,"
770.0,HL7 NON-DHCP APPLICATION PARAMETER,17,tiny,HEALTH LEVEL SEVEN,direct,high,"^HL(770,"
771.0,HL7 APPLICATION PARAMETER,17,tiny,HEALTH LEVEL SEVEN,direct,high,"^HL(771,"
